CustomerID,first_purchase,last_purchase,frequency,line_items,total_units,total_revenue,avg_unit_price,avg_basket_size,country,recency_days,tenure_days,orders_per_day,revenue_per_order,units_per_order,days_since_first_purchase,days_since_last_purchase,purchase_span_days,is_inactive_90d,is_high_value,is_repeat_customer,source_row_count
12363,2011-04-11 13:29:00,2011-08-22 10:18:00,2,23,408,552.0,2.3117391304347827,17.73913043478261,Unspecified,110,132,0.015151515151515152,276.0,204.0,242,110,132,True,False,True,23
12364,2011-08-19 15:24:00,2011-12-02 10:22:00,4,85,1506,1313.1,1.910235294117647,17.71764705882353,Belgium,8,104,0.038461538461538464,328.275,376.5,112,8,104,False,False,True,85
12365,2011-02-21 13:51:00,2011-02-21 14:04:00,2,22,174,641.38,17.150454545454547,7.909090909090909,Cyprus,291,0,,320.69,87.0,291,291,0,True,False,True,22
12366,2010-03-16 10:28:00,2010-03-16 10:28:00,1,3,296,500.24,1.6900000000000002,98.66666666666667,Cyprus,634,0,,500.24,296.0,634,634,0,True,False,False,3
12367,2011-12-05 16:48:00,2011-12-05 16:48:00,1,11,173,168.9,3.2,15.727272727272727,Denmark,4,0,,168.9,173.0,4,4,0,False,False,False,11
12368,2010-03-21 15:56:00,2010-03-21 15:56:00,1,18,330,917.6999999999999,4.391666666666667,18.333333333333332,Cyprus,628,0,,917.6999999999999,330.0,628,628,0,True,False,False,18
12369,2010-03-08 08:09:00,2010-10-22 13:13:00,3,93,1241,1791.15,3.148924731182796,13.344086021505376,Austria,413,228,0.013157894736842105,597.0500000000001,413.6666666666667,642,413,228,True,False,True,93
12370,2010-02-09 09:41:00,2011-10-19 14:51:00,7,202,2605,4320.31,3.4257920792079206,12.896039603960396,Cyprus,51,617,0.011345218800648298,617.1871428571429,372.14285714285717,669,51,617,False,True,True,202
12371,2010-03-04 18:23:00,2011-10-26 10:16:00,5,167,1436,4067.38,3.9876047904191623,8.598802395209582,Switzerland,45,600,0.008333333333333333,813.476,287.2,645,45,600,False,True,True,167
12372,2011-02-16 12:46:00,2011-09-29 12:12:00,3,52,794,1298.04,3.001346153846154,15.26923076923077,Denmark,72,224,0.013392857142857142,432.68,264.6666666666667,297,72,224,False,False,True,52
12373,2010-02-04 12:08:00,2011-02-01 13:10:00,3,51,516,1127.65,4.627450980392157,10.117647058823529,Austria,311,362,0.008287292817679558,375.8833333333334,172.0,674,311,362,True,False,True,51
12374,2010-04-30 14:01:00,2011-11-14 15:37:00,4,83,1362,2989.2200000000003,3.47855421686747,16.40963855421687,Austria,25,563,0.007104795737122558,747.3050000000001,340.5,588,25,563,False,True,True,83
12375,2011-09-02 14:23:00,2011-11-29 10:36:00,2,17,178,457.5,6.912941176470589,10.470588235294118,Finland,11,87,0.022988505747126436,228.75,89.0,98,11,87,False,False,True,17
12376,2010-10-18 08:42:00,2010-11-15 12:15:00,2,13,240,503.15,8.03076923076923,18.46153846153846,Switzerland,390,28,0.07142857142857142,251.575,120.0,418,390,28,True,False,True,13
12377,2010-04-29 15:34:00,2011-01-28 15:45:00,4,152,2105,3426.32,2.7402631578947365,13.848684210526315,Switzerland,315,274,0.014598540145985401,856.58,526.25,589,315,274,True,True,True,152
12378,2010-05-26 14:07:00,2011-08-02 10:34:00,2,301,3316,5416.32,3.380099667774086,11.016611295681063,Switzerland,130,432,0.004629629629629629,2708.16,1658.0,562,130,432,True,True,True,301
12379,2010-06-23 12:49:00,2011-09-19 10:09:00,4,81,815,1620.22,2.9080246913580248,10.061728395061728,Belgium,82,452,0.008849557522123894,405.055,203.75,535,82,452,False,False,True,81
12380,2010-02-15 12:05:00,2011-11-18 11:27:00,11,277,3355,9676.300000000001,9.894657039711191,12.111913357400722,Belgium,22,640,0.0171875,879.6636363636364,305.0,663,22,640,False,True,True,277
12381,2011-08-12 09:57:00,2011-12-05 12:44:00,5,87,808,1845.31,4.683218390804598,9.28735632183908,Norway,5,115,0.043478260869565216,369.062,161.6,120,5,115,False,False,True,87
12383,2010-12-22 14:28:00,2011-06-08 08:02:00,5,99,1532,1850.56,3.086969696969697,15.474747474747474,Belgium,185,167,0.029940119760479042,370.11199999999997,306.4,352,185,167,True,False,True,99
12384,2011-08-10 11:23:00,2011-11-11 08:39:00,2,27,126,585.27,7.87925925925926,4.666666666666667,Switzerland,29,92,0.021739130434782608,292.635,63.0,122,29,92,False,False,True,27
12385,2010-11-25 15:14:00,2010-11-25 15:14:00,1,65,612,1938.4,3.6807692307692306,9.415384615384616,Belgium,379,0,,1938.4,612.0,379,379,0,True,False,False,65
12386,2010-12-08 09:53:00,2011-01-06 12:37:00,2,18,568,660.8,2.54,31.555555555555557,Australia,338,29,0.06896551724137931,330.4,284.0,367,338,29,True,False,True,18
12387,2010-10-20 16:27:00,2010-10-20 16:27:00,1,9,134,143.94,2.7622222222222224,14.88888888888889,Australia,415,0,,143.94,134.0,415,415,0,True,False,False,9
12388,2010-05-06 12:54:00,2011-11-24 12:30:00,8,146,2001,3901.11,2.8247260273972605,13.705479452054794,Australia,16,566,0.014134275618374558,487.63875,250.125,582,16,566,False,True,True,146
12389,2010-02-22 10:15:00,2010-11-02 11:52:00,3,49,614,1433.33,2.6542857142857144,12.53061224489796,Australia,403,253,0.011857707509881422,477.77666666666664,204.66666666666666,656,403,253,True,False,True,49
12390,2011-09-21 09:33:00,2011-09-21 09:33:00,1,32,353,549.84,3.996875,11.03125,Belgium,80,0,,549.84,353.0,80,80,0,False,False,False,32
12391,2010-02-15 10:12:00,2011-11-18 12:07:00,6,281,1220,2773.42,3.751779359430605,4.341637010676156,Cyprus,22,641,0.0093603744149766,462.2366666666667,203.33333333333334,663,22,641,False,True,True,281
12392,2010-04-27 14:04:00,2010-04-27 14:04:00,1,7,73,234.75000000000003,5.035714285714286,10.428571428571429,Australia,591,0,,234.75000000000003,73.0,591,591,0,True,False,False,7
12393,2010-10-07 13:49:00,2011-09-28 15:41:00,6,107,1311,2399.4500000000003,2.479906542056075,12.25233644859813,Australia,72,356,0.016853932584269662,399.90833333333336,218.5,428,72,356,False,True,True,107
12394,2011-05-06 14:01:00,2011-10-07 08:08:00,2,27,819,1272.48,3.3707407407407404,30.333333333333332,Belgium,64,153,0.013071895424836602,636.24,409.5,217,64,153,False,False,True,27
12395,2010-04-16 10:16:00,2011-11-20 15:21:00,15,254,3733,5067.27,3.5818503937007873,14.696850393700787,Belgium,19,583,0.025728987993138937,337.81800000000004,248.86666666666667,603,19,583,False,True,True,254
12396,2010-02-03 13:22:00,2010-02-03 13:22:00,1,65,591,931.43,2.2993846153846156,9.092307692307692,RSA,674,0,,931.43,591.0,674,674,0,True,False,False,65
12397,2011-07-27 14:21:00,2011-11-04 09:52:00,2,126,1263,2409.9,3.4682539682539684,10.023809523809524,Belgium,36,99,0.020202020202020204,1204.95,631.5,135,36,99,False,True,True,126
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,1,85,1394,1635.6599999999999,1.992705882352941,16.4,Switzerland,46,0,,1635.6599999999999,1394.0,46,46,0,False,False,False,85
12399,2010-03-05 08:45:00,2011-08-12 13:15:00,7,110,2198,1962.3,2.0414545454545454,19.98181818181818,Belgium,119,525,0.013333333333333334,280.3285714285714,314.0,645,119,525,True,False,True,110
12400,2010-10-21 13:45:00,2010-10-21 13:45:00,1,11,91,205.25,2.9136363636363636,8.272727272727273,Australia,414,0,,205.25,91.0,414,414,0,True,False,False,11
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,1,5,11,84.3,9.68,2.2,Belgium,303,0,,84.3,11.0,303,303,0,True,False,False,5
12402,2010-02-07 12:41:00,2011-01-20 13:49:00,6,70,584,1256.9,3.3049999999999997,8.342857142857143,Belgium,323,347,0.01729106628242075,209.48333333333335,97.33333333333333,671,323,347,True,False,True,70
12403,2010-07-06 11:39:00,2011-10-21 10:51:00,2,9,260,1019.36,7.103333333333334,28.88888888888889,Denmark,50,471,0.004246284501061571,509.68,130.0,522,50,471,False,False,True,9
12404,2010-01-26 16:25:00,2010-01-26 16:25:00,1,1,1,63.24,63.24,1.0,Finland,682,0,,63.24,1.0,682,682,0,True,False,False,1
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,1,54,857,1710.39,3.5442592592592597,15.87037037037037,Finland,149,0,,1710.39,857.0,149,149,0,True,False,False,54
12406,2010-01-11 14:04:00,2011-11-17 19:22:00,5,166,3416,6390.36,2.529879518072289,20.57831325301205,Denmark,22,675,0.007407407407407408,1278.072,683.2,697,22,675,False,True,True,166
12407,2011-03-20 13:21:00,2011-10-21 10:11:00,5,77,1416,1708.1200000000001,3.2674025974025973,18.38961038961039,Belgium,50,214,0.02336448598130841,341.624,283.2,264,50,214,False,False,True,77
12408,2010-07-29 13:27:00,2011-11-07 12:27:00,8,159,2229,4340.7699999999995,3.0869811320754716,14.018867924528301,Belgium,33,465,0.017204301075268817,542.5962499999999,278.625,498,33,465,False,True,True,159
12409,2010-05-23 15:21:00,2011-09-22 10:38:00,7,264,13143,23419.29,3.2362121212121213,49.78409090909091,Switzerland,79,486,0.01440329218106996,3345.612857142857,1877.5714285714287,565,79,486,False,True,True,264
12410,2010-07-25 13:26:00,2011-02-04 10:39:00,3,40,341,1013.71,6.01475,8.525,Switzerland,309,193,0.015544041450777202,337.90333333333336,113.66666666666667,502,309,193,True,False,True,40
12411,2010-10-26 09:25:00,2010-10-26 09:25:00,1,22,138,346.9,3.3954545454545455,6.2727272727272725,Australia,410,0,,346.9,138.0,410,410,0,True,False,False,22
12412,2010-06-18 13:22:00,2011-09-26 10:16:00,6,127,1997,2596.93,2.567795275590551,15.724409448818898,Denmark,75,464,0.01293103448275862,432.82166666666666,332.8333333333333,539,75,464,False,True,True,127
12413,2010-11-02 13:26:00,2011-10-04 09:00:00,4,51,319,999.45,5.902745098039216,6.254901960784314,France,67,335,0.011940298507462687,249.8625,79.75,402,67,335,False,False,True,51
12414,2010-09-02 12:22:00,2011-05-06 14:51:00,6,28,495,952.41,16.35,17.678571428571427,Austria,217,246,0.024390243902439025,158.73499999999999,82.5,464,217,246,True,False,True,28
12415,2010-06-30 08:30:00,2011-11-15 14:22:00,28,926,91447,144458.37,2.968790496760259,98.7548596112311,Australia,24,503,0.055666003976143144,5159.2275,3265.964285714286,528,24,503,False,True,True,926
12416,2010-02-21 10:19:00,2010-02-21 10:19:00,1,11,132,202.56,1.5345454545454544,12.0,Australia,657,0,,202.56,132.0,657,657,0,True,False,False,11
12417,2009-12-06 10:30:00,2011-12-06 14:52:00,20,370,2890,6816.91,5.447459459459459,7.8108108108108105,Belgium,3,730,0.0273972602739726,340.8455,144.5,734,3,730,False,True,True,370
12418,2010-03-19 14:47:00,2011-08-19 11:08:00,4,102,1088,2021.2,3.3453921568627454,10.666666666666666,Switzerland,113,517,0.007736943907156673,505.3,272.0,630,113,517,True,False,True,102
12419,2010-10-22 10:40:00,2010-11-19 10:04:00,2,25,231,503.01,5.0436000000000005,9.24,Spain,386,27,0.07407407407407407,251.505,115.5,414,386,27,True,False,True,25
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,1,29,345,600.39,4.707241379310345,11.89655172413793,Cyprus,64,0,,600.39,345.0,64,64,0,False,False,False,29
12421,2010-07-22 13:57:00,2011-11-24 09:07:00,6,65,652,1098.6,4.771076923076923,10.03076923076923,Spain,16,489,0.012269938650306749,183.1,108.66666666666667,505,16,489,False,False,True,65
12422,2009-12-18 12:44:00,2011-09-05 09:48:00,17,172,2596,5231.8,10.177732558139535,15.093023255813954,Switzerland,96,625,0.0272,307.7529411764706,152.7058823529412,722,96,625,True,True,True,172
12423,2010-08-31 09:31:00,2011-12-09 10:10:00,10,165,1793,2622.39,2.970242424242424,10.866666666666667,Belgium,1,465,0.021505376344086023,262.239,179.3,466,1,465,False,True,True,165
12424,2010-06-09 15:15:00,2011-06-30 12:06:00,4,92,2025,3340.03,2.1891304347826086,22.01086956521739,Australia,163,385,0.01038961038961039,835.0075,506.25,548,163,385,True,True,True,92
12425,2010-09-17 14:10:00,2011-09-22 17:31:00,2,91,1147,1741.41,2.4042857142857144,12.604395604395604,Portugal,78,370,0.005405405405405406,870.705,573.5,448,78,370,False,False,True,91
12426,2010-02-15 08:41:00,2011-05-29 12:26:00,2,77,584,1345.21,3.5572727272727276,7.584415584415584,Germany,195,468,0.004273504273504274,672.605,292.0,663,195,468,True,False,True,77
12427,2010-12-03 10:44:00,2011-11-18 08:56:00,3,41,612,1129.3,4.6709756097560975,14.926829268292684,Germany,22,349,0.008595988538681949,376.43333333333334,204.0,372,22,349,False,False,True,41
12428,2011-03-01 09:33:00,2011-11-14 08:22:00,9,294,3536,7956.46,4.627414965986395,12.02721088435374,Finland,26,257,0.03501945525291829,884.0511111111111,392.8888888888889,284,26,257,False,True,True,294
12429,2010-06-11 13:28:00,2011-11-30 17:22:00,8,173,3344,7485.91,3.334682080924855,19.329479768786126,Denmark,9,537,0.0148975791433892,935.73875,418.0,546,9,537,False,True,True,173
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,1,11,117,256.4,6.225454545454546,10.636363636363637,Norway,43,0,,256.4,117.0,43,43,0,False,False,False,11
12431,2010-01-15 09:04:00,2011-11-04 11:55:00,27,405,4717,10857.97,3.8204197530864197,11.646913580246913,Australia,36,658,0.041033434650455926,402.147037037037,174.7037037037037,694,36,658,False,True,True,405
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,5,108,1801,5059.32,10.550833333333333,16.675925925925927,Norway,43,129,0.03875968992248062,1011.8639999999999,360.2,172,43,129,False,True,True,108
12433,2010-08-20 09:23:00,2011-12-09 10:02:00,10,706,17116,20581.26,2.1206940509915015,24.243626062322946,Norway,1,476,0.02100840336134454,2058.1259999999997,1711.6,477,1,476,False,True,True,706
12434,2010-11-23 13:38:00,2011-09-16 12:38:00,3,70,532,1103.43,3.5964285714285715,7.6,Australia,85,296,0.010135135135135136,367.81,177.33333333333334,381,85,296,False,False,True,70
12435,2009-12-02 13:58:00,2011-09-21 09:06:00,6,112,4958,13925.93,3.729107142857143,44.267857142857146,Denmark,80,657,0.0091324200913242,2320.9883333333332,826.3333333333334,737,80,657,False,True,True,112
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,1,16,211,509.01,5.2675,13.1875,Norway,100,0,,509.01,211.0,100,100,0,True,False,False,16
12437,2009-12-02 16:24:00,2011-12-08 11:35:00,39,563,8000,12683.4,3.37190053285968,14.209591474245116,France,2,735,0.053061224489795916,325.2153846153846,205.12820512820514,737,2,735,False,True,True,563
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,2,98,1180,2906.85,3.894897959183673,12.040816326530612,Norway,14,125,0.016,1453.425,590.0,140,14,125,False,True,True,98
12439,2009-12-14 08:40:00,2010-01-26 12:11:00,2,72,484,1158.18,3.6904166666666662,6.722222222222222,Cyprus,683,43,0.046511627906976744,579.09,242.0,726,683,43,True,False,True,72
12440,2009-12-22 12:03:00,2010-09-03 13:11:00,2,32,331,859.2,5.448125,10.34375,Austria,462,255,0.00784313725490196,429.6,165.5,718,462,255,True,False,True,32
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,22,242,347.1,3.700909090909091,11.0,France,367,0,,347.1,242.0,367,367,0,True,False,False,22
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,1,12,182,172.06,3.34,15.166666666666666,Spain,3,0,,172.06,182.0,3,3,0,False,False,False,12
12443,2009-12-07 15:42:00,2009-12-07 15:42:00,1,21,182,485.31,5.87047619047619,8.666666666666666,Norway,732,0,,485.31,182.0,732,732,0,True,False,False,21
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,5,176,1153,5005.46,6.3586931818181816,6.551136363636363,Norway,21,149,0.03355704697986577,1001.092,230.6,171,21,149,False,True,True,176
12445,2010-10-15 12:28:00,2011-11-17 18:43:00,2,24,206,434.98,3.6370833333333334,8.583333333333334,Spain,22,398,0.005025125628140704,217.49,103.0,421,22,398,False,False,True,24
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,1,57,351,1002.3100000000001,4.352631578947368,6.157894736842105,RSA,58,0,,1002.3100000000001,351.0,58,58,0,False,False,False,57
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,26,190,476.49,3.5742307692307693,7.3076923076923075,Belgium,243,0,,476.49,190.0,243,243,0,True,False,False,26
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,1,22,243,449.45,5.951818181818182,11.045454545454545,Spain,44,0,,449.45,243.0,44,44,0,False,False,False,22
12449,2010-09-27 09:37:00,2011-11-17 13:46:00,6,201,2282,4835.89,3.6448756218905474,11.35323383084577,Belgium,22,416,0.014423076923076924,805.9816666666667,380.3333333333333,439,22,416,False,True,True,201
12450,2010-08-22 13:11:00,2011-07-06 14:41:00,5,37,442,688.2,2.227837837837838,11.945945945945946,Spain,156,318,0.015723270440251572,137.64000000000001,88.4,474,156,318,True,False,True,37
12451,2010-06-28 12:58:00,2011-11-29 08:40:00,8,511,9359,12669.88,2.3956947162426614,18.315068493150687,Switzerland,11,518,0.015444015444015444,1583.735,1169.875,529,11,518,False,True,True,511
12452,2011-11-23 08:05:00,2011-11-23 10:28:00,2,22,185,430.57,4.485,8.409090909090908,Switzerland,17,0,,215.285,92.5,17,17,0,False,False,True,22
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,43,473,707.09,2.393255813953488,11.0,Austria,134,0,,707.09,473.0,134,134,0,True,False,False,43
12454,2010-10-14 17:33:00,2011-10-14 17:13:00,5,40,7703,16679.78,9.969750000000001,192.575,Spain,56,364,0.013736263736263736,3335.9559999999997,1540.6,421,56,364,False,True,True,40
12455,2009-12-18 12:33:00,2011-09-27 15:31:00,10,227,3302,5879.95,3.915022026431718,14.54625550660793,Cyprus,73,648,0.015432098765432098,587.995,330.2,722,73,648,False,True,True,227
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,3,125,1633,3181.04,3.62456,13.064,Switzerland,44,210,0.014285714285714285,1060.3466666666666,544.3333333333334,255,44,210,False,True,True,125
12457,2010-09-30 17:59:00,2011-10-04 13:13:00,8,84,1094,2995.91,5.619285714285714,13.023809523809524,Switzerland,66,368,0.021739130434782608,374.48875,136.75,435,66,368,False,True,True,84
12458,2010-08-09 10:33:00,2011-09-29 15:25:00,4,84,986,1777.49,3.9648809523809527,11.738095238095237,Switzerland,71,416,0.009615384615384616,444.3725,246.5,488,71,416,False,False,True,84
12459,2010-04-13 14:53:00,2010-04-13 14:53:00,1,23,258,454.36,4.148695652173913,11.217391304347826,Spain,605,0,,454.36,258.0,605,605,0,True,False,False,23
12460,2010-09-09 13:51:00,2010-09-09 13:51:00,1,18,170,326.65,4.381111111111111,9.444444444444445,Belgium,456,0,,326.65,170.0,456,456,0,True,False,False,18
12461,2011-07-08 10:23:00,2011-09-06 16:57:00,2,35,287,826.88,4.258857142857143,8.2,Switzerland,94,60,0.03333333333333333,413.44,143.5,155,94,60,True,False,True,35
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,2,62,536,1189.59,4.689516129032258,8.64516129032258,Spain,19,284,0.007042253521126761,594.795,268.0,303,19,284,False,False,True,62
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,4,83,776,1344.78,3.0434939759036146,9.349397590361447,Belgium,53,188,0.02127659574468085,336.195,194.0,242,53,188,False,False,True,83
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,8,29,112,1212.05,11.832758620689654,3.8620689655172415,Belgium,10,299,0.026755852842809364,151.50625,14.0,309,10,299,False,False,True,29
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,2,47,479,742.1899999999999,2.76,10.191489361702128,Belgium,17,152,0.013157894736842105,371.09499999999997,239.5,169,17,152,False,False,True,47
12466,2010-01-26 16:26:00,2010-01-26 16:26:00,1,1,1,56.73,56.73,1.0,France,682,0,,56.73,1.0,682,682,0,True,False,False,1
12467,2010-10-12 15:41:00,2010-10-12 15:41:00,1,9,129,132.8,1.6177777777777778,14.333333333333334,USA,423,0,,132.8,129.0,423,423,0,True,False,False,9
12468,2010-01-26 10:09:00,2011-06-05 11:36:00,5,150,2201,3670.74,2.7754,14.673333333333334,Germany,188,495,0.010101010101010102,734.1479999999999,440.2,683,188,495,True,True,True,150
12469,2010-06-21 10:30:00,2010-07-05 12:40:00,2,76,2552,3070.54,2.999605263157895,33.578947368421055,Thailand,523,14,0.14285714285714285,1535.27,1276.0,537,523,14,True,True,True,76
12470,2010-01-19 11:01:00,2010-01-19 11:01:00,1,23,95,211.95,3.928260869565217,4.130434782608695,Unspecified,690,0,,211.95,95.0,690,690,0,True,False,False,23
12471,2009-12-07 10:41:00,2011-12-07 15:43:00,79,1137,16882,39963.79,3.806411609498681,14.847845206684257,Germany,2,730,0.10821917808219178,505.8707594936709,213.69620253164558,733,2,730,False,True,True,1137
12472,2009-12-14 10:49:00,2011-11-07 14:01:00,19,911,11350,17880.59,2.3951591657519207,12.458836443468716,Germany,32,693,0.027417027417027416,941.0836842105264,597.3684210526316,726,32,693,False,True,True,911
12473,2011-06-01 10:15:00,2011-11-10 13:46:00,5,168,2439,3938.5499999999997,8.323928571428572,14.517857142857142,Germany,29,162,0.030864197530864196,787.7099999999999,487.8,192,29,162,False,True,True,168
12474,2010-02-11 09:41:00,2011-11-22 14:39:00,31,710,7954,12424.45,2.950211267605634,11.20281690140845,Germany,17,649,0.04776579352850539,400.7887096774194,256.5806451612903,667,17,649,False,True,True,710
12475,2010-10-26 08:49:00,2011-10-17 10:10:00,2,61,771,1149.64,3.0937704918032787,12.639344262295081,Germany,54,356,0.0056179775280898875,574.82,385.5,410,54,356,False,False,True,61
12476,2010-07-26 09:04:00,2011-11-24 12:40:00,23,516,5645,14115.41,4.449825581395349,10.939922480620154,Germany,16,486,0.047325102880658436,613.7134782608696,245.43478260869566,502,16,486,False,True,True,516
12477,2010-03-26 14:01:00,2011-11-17 09:51:00,9,564,6119,20276.37,4.182943262411348,10.849290780141844,Germany,23,600,0.015,2252.93,679.8888888888889,623,23,600,False,True,True,564
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,1,36,236,680.99,4.537777777777778,6.555555555555555,Greece,4,0,,680.99,236.0,4,4,0,False,False,False,36
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,1,31,385,527.2,2.6687096774193546,12.419354838709678,Germany,11,0,,527.2,385.0,11,11,0,False,False,False,31
12480,2010-07-20 13:21:00,2011-11-11 14:52:00,7,242,2952,5464.85,3.2431404958677685,12.198347107438016,Germany,28,479,0.014613778705636743,780.6928571428572,421.7142857142857,507,28,479,False,True,True,242
12481,2010-04-11 13:10:00,2011-11-17 08:29:00,15,391,7253,12361.39,3.957161125319693,18.54987212276215,Germany,23,584,0.025684931506849314,824.0926666666667,483.53333333333336,607,23,584,False,True,True,391
12482,2010-02-24 10:24:00,2010-05-12 16:51:00,29,204,27042,23691.4,9.930196078431372,132.55882352941177,Sweden,576,77,0.37662337662337664,816.944827586207,932.4827586206897,654,576,77,True,True,True,204
12483,2010-01-31 13:28:00,2011-11-22 17:02:00,19,139,2172,5120.58,6.178489208633094,15.62589928057554,Sweden,17,660,0.02878787878787879,269.5042105263158,114.3157894736842,677,17,660,False,True,True,139
12484,2010-01-27 16:41:00,2011-11-07 11:37:00,12,475,3271,6370.15,3.0685052631578946,6.886315789473684,Spain,33,648,0.018518518518518517,530.8458333333333,272.5833333333333,681,33,648,False,True,True,475
12485,2010-06-28 15:22:00,2010-06-28 15:22:00,1,34,414,708.1,2.4105882352941173,12.176470588235293,Sweden,529,0,,708.1,414.0,529,529,0,True,False,False,34
12486,2010-10-04 12:14:00,2010-10-04 12:14:00,1,49,523,1037.28,4.103673469387755,10.673469387755102,Sweden,432,0,,1037.28,523.0,432,432,0,True,False,False,49
12487,2009-12-09 11:36:00,2009-12-09 11:36:00,1,2,174,285.29999999999995,2.0,87.0,Sweden,731,0,,285.29999999999995,174.0,731,731,0,True,False,False,2
12488,2011-09-25 10:34:00,2011-11-30 08:50:00,3,55,529,1298.66,3.7347272727272727,9.618181818181819,France,10,65,0.046153846153846156,432.8866666666667,176.33333333333334,76,10,65,False,False,True,55
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,1,15,105,334.93,5.908,7.0,France,336,0,,334.93,105.0,336,336,0,True,False,False,15
