date,total_price,quantity,invoice_count,StockCode,Description,rank_by_revenue,lag_1,lag_7,lag_14,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30
2010-01-20,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-21,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-22,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-23,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-25,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-26,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-27,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-28,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-29,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-31,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-02,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-03,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-04,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-05,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-06,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-07,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-08,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-09,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-10,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-11,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-12,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-13,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-14,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-15,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-16,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-17,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-18,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-19,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-20,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-21,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-22,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-23,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-24,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-25,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-26,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-27,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-28,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-02,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-03,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-04,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-05,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-06,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-07,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-08,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-09,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-10,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-11,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-12,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-13,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-14,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-15,102.0,8,1,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-16,493.94,40,9,22423,REGENCY CAKESTAND 3 TIER,1,102.0,0.0,0.0,14.571428571428571,38.55237624694118,3.4,18.622566955175646
2010-03-17,267.75,21,5,22423,REGENCY CAKESTAND 3 TIER,1,493.94,0.0,0.0,85.13428571428572,184.230741811923,19.86466666666667,91.45237580041444
2010-03-18,293.24,22,6,22423,REGENCY CAKESTAND 3 TIER,1,267.75,0.0,0.0,123.38428571428572,191.26988453118133,28.78966666666667,101.913661717714
2010-03-19,822.1099999999999,65,10,22423,REGENCY CAKESTAND 3 TIER,1,293.24,0.0,0.0,165.2757142857143,191.85413364125907,38.56433333333334,112.5632771526013
2010-03-20,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,822.1099999999999,0.0,0.0,282.71999999999997,296.7634150295484,65.968,181.6943269643675
2010-03-21,532.2,44,10,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,282.71999999999997,296.7634150295484,65.968,181.6943269643675
2010-03-22,404.64,28,6,22423,REGENCY CAKESTAND 3 TIER,1,532.2,102.0,0.0,358.7485714285714,279.95785792559155,83.708,200.08199163136197
2010-03-23,618.13,51,8,22423,REGENCY CAKESTAND 3 TIER,1,404.64,493.94,0.0,401.98285714285714,256.0469303802388,97.196,207.73688870365768
2010-03-24,251.7,22,5,22423,REGENCY CAKESTAND 3 TIER,1,618.13,267.75,0.0,419.72428571428566,267.52580765583116,117.80033333333334,227.48041570093733
2010-03-25,721.79,59,18,22423,REGENCY CAKESTAND 3 TIER,1,251.7,293.24,0.0,417.43142857142857,269.10949546164113,126.19033333333333,227.62743952349632
2010-03-26,2663.99,239,10,22423,REGENCY CAKESTAND 3 TIER,1,721.79,822.1099999999999,0.0,478.65285714285716,284.4567070583434,150.25,250.79612694309128
2010-03-27,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,2663.99,0.0,0.0,741.7785714285714,881.1529698341934,239.04966666666667,521.3978070432788
2010-03-28,306.0,24,7,22423,REGENCY CAKESTAND 3 TIER,1,0.0,532.2,0.0,741.7785714285714,881.1529698341934,239.04966666666667,521.3978070432788
2010-03-29,1563.87,63,9,22423,REGENCY CAKESTAND 3 TIER,1,306.0,404.64,102.0,709.4642857142857,894.1712766365875,249.24966666666666,519.5499022362319
2010-03-30,344.23,25,10,22423,REGENCY CAKESTAND 3 TIER,1,1563.87,618.13,493.94,875.0685714285713,934.7344948420481,301.3786666666667,569.7128487757932
2010-03-31,505.02,40,11,22423,REGENCY CAKESTAND 3 TIER,1,344.23,251.7,267.75,835.9399999999999,952.8401666246723,312.853,566.8931206822822
2010-04-01,694.65,59,14,22423,REGENCY CAKESTAND 3 TIER,1,505.02,721.79,293.24,872.1285714285714,931.524796474908,329.687,564.7769211006511
2010-04-02,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,694.65,2663.99,822.1099999999999,868.2514285714285,932.3109647792515,352.842,565.0339019514518
2010-04-03,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,0.0,487.68142857142857,537.0554382131196,352.842,565.0339019514518
2010-04-04,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,306.0,532.2,487.68142857142857,537.0554382131196,352.842,565.0339019514518
2010-04-05,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,1563.87,404.64,443.96714285714285,565.9828803569442,352.842,565.0339019514518
2010-04-06,567.1099999999999,45,7,22423,REGENCY CAKESTAND 3 TIER,1,0.0,344.23,618.13,220.55714285714288,293.1324907906715,352.842,565.0339019514518
2010-04-07,1118.24,98,11,22423,REGENCY CAKESTAND 3 TIER,1,567.1099999999999,505.02,251.7,252.39714285714282,319.7049032422604,371.74566666666664,562.3021902223488
2010-04-08,594.29,49,12,22423,REGENCY CAKESTAND 3 TIER,1,1118.24,694.65,721.79,340.0,455.5972402974659,409.0203333333333,573.756699803018
2010-04-09,379.15,27,6,22423,REGENCY CAKESTAND 3 TIER,1,594.29,0.0,2663.99,325.66285714285715,444.008441763378,428.83,569.3904876692934
2010-04-10,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,379.15,0.0,0.0,379.82714285714286,420.1446511109514,441.4683333333333,563.7235017219683
2010-04-11,153.0,12,5,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,306.0,379.82714285714286,420.1446511109514,441.4683333333333,563.7235017219683
2010-04-12,178.5,14,5,22423,REGENCY CAKESTAND 3 TIER,1,153.0,0.0,1563.87,401.6842857142857,400.61763120034,446.5683333333333,560.2733567864105
2010-04-13,446.25,35,12,22423,REGENCY CAKESTAND 3 TIER,1,178.5,567.1099999999999,344.23,427.1842857142857,375.6940529587494,452.5183333333333,556.301086779721
2010-04-14,818.8499999999999,71,10,22423,REGENCY CAKESTAND 3 TIER,1,446.25,1118.24,505.02,409.91857142857145,370.93882925304445,467.3933333333333,549.7110387212119
2010-04-15,519.45,43,12,22423,REGENCY CAKESTAND 3 TIER,1,818.8499999999999,594.29,694.65,367.1485714285714,282.3338588402376,491.2883333333333,548.8597875852819
2010-04-16,802.8,72,5,22423,REGENCY CAKESTAND 3 TIER,1,519.45,379.15,0.0,356.45714285714286,273.580212839202,492.13866666666667,548.8837978443996
2010-04-17,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,802.8,0.0,0.0,416.9785714285714,322.010319266768,509.97366666666665,550.0328158265576
2010-04-18,691.3499999999999,61,9,22423,REGENCY CAKESTAND 3 TIER,1,0.0,153.0,0.0,416.9785714285714,322.010319266768,500.19899999999996,556.5837976773097
2010-04-19,889.01,53,16,22423,REGENCY CAKESTAND 3 TIER,1,691.3499999999999,178.5,0.0,493.88571428571424,312.6062242319746,495.8403333333334,554.4839870483081
2010-04-20,127.5,10,2,22423,REGENCY CAKESTAND 3 TIER,1,889.01,446.25,567.1099999999999,595.3871428571429,308.4566908937833,525.4739999999999,550.8145188004571
2010-04-21,2285.85,203,13,22423,REGENCY CAKESTAND 3 TIER,1,127.5,818.8499999999999,1118.24,549.8514285714285,354.26806307411596,511.98400000000004,555.5792582000058
2010-04-22,331.46,22,10,22423,REGENCY CAKESTAND 3 TIER,1,2285.85,519.45,594.29,759.422857142857,751.323796812761,574.691,642.4225129249118
2010-04-23,442.94,36,10,22423,REGENCY CAKESTAND 3 TIER,1,331.46,802.8,379.15,732.5671428571428,764.5740987790585,565.1353333333333,643.884464843753
2010-04-24,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,442.94,0.0,0.0,681.1585714285713,771.134732530111,571.51,641.6170255824272
2010-04-25,366.45,31,8,22423,REGENCY CAKESTAND 3 TIER,1,0.0,691.3499999999999,153.0,681.1585714285713,771.134732530111,547.4503333333334,649.2747517063428
2010-04-26,761.5799999999999,50,22,22423,REGENCY CAKESTAND 3 TIER,1,366.45,889.01,178.5,634.7442857142858,780.1442465522459,470.86566666666664,512.002088423026
2010-04-27,656.36,52,11,22423,REGENCY CAKESTAND 3 TIER,1,761.5799999999999,127.5,446.25,616.54,774.689910587886,496.25166666666667,506.70350766146925
2010-04-28,519.44,42,11,22423,REGENCY CAKESTAND 3 TIER,1,656.36,2285.85,818.8499999999999,692.0914285714285,744.2374316132492,507.93033333333335,506.2046791871045
2010-04-29,646.91,49,14,22423,REGENCY CAKESTAND 3 TIER,1,519.44,331.46,519.45,439.7471428571429,247.43173797462399,473.116,465.34432554977946
2010-04-30,391.95,33,5,22423,REGENCY CAKESTAND 3 TIER,1,646.91,442.94,802.8,484.81142857142856,253.0841773289785,483.20533333333333,465.7346370519213
2010-05-01,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,391.95,0.0,0.0,477.5271428571428,255.21500985863466,479.43633333333327,466.0094459489829
2010-05-02,602.0999999999999,54,7,22423,REGENCY CAKESTAND 3 TIER,1,0.0,366.45,691.3499999999999,477.5271428571428,255.21500985863466,456.2813333333333,472.16438408478115
2010-05-03,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,602.0999999999999,761.5799999999999,889.01,511.1914285714286,253.65839354195606,476.3513333333333,464.84047110537944
2010-05-04,344.21999999999997,24,13,22423,REGENCY CAKESTAND 3 TIER,1,0.0,656.36,127.5,402.39428571428573,289.20004482809395,476.3513333333333,464.84047110537944
2010-05-05,458.94,30,17,22423,REGENCY CAKESTAND 3 TIER,1,344.21999999999997,519.44,2285.85,357.80285714285714,266.704233981783,487.8253333333333,456.8566424189307
2010-05-06,1258.48,108,14,22423,REGENCY CAKESTAND 3 TIER,1,458.94,646.91,331.46,349.15999999999997,261.5231517476036,503.1233333333333,447.5474046348633
2010-05-07,1140.4499999999998,103,5,22423,REGENCY CAKESTAND 3 TIER,1,1258.48,391.95,442.94,436.52714285714285,427.228047952312,526.169,468.27629702360304
2010-05-08,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,1140.4499999999998,0.0,0.0,543.4557142857143,501.43578205845216,526.9093333333333,469.2611454185611
2010-05-09,528.9,46,9,22423,REGENCY CAKESTAND 3 TIER,1,0.0,602.0999999999999,366.45,543.4557142857143,501.43578205845216,507.0996666666667,478.76620382757915
2010-05-10,306.0,24,10,22423,REGENCY CAKESTAND 3 TIER,1,528.9,0.0,761.5799999999999,532.9985714285715,500.77179015424366,512.0913333333333,478.1664655725668
2010-05-11,793.3299999999999,67,10,22423,REGENCY CAKESTAND 3 TIER,1,306.0,344.21999999999997,656.36,576.7128571428572,458.0208542819235,522.2913333333333,470.0611405260421
2010-05-12,102.0,8,6,22423,REGENCY CAKESTAND 3 TIER,1,793.3299999999999,458.94,519.44,640.8714285714285,451.43371969864245,543.6356666666667,467.2437616836619
2010-05-13,382.49,29,10,22423,REGENCY CAKESTAND 3 TIER,1,102.0,1258.48,646.91,589.88,493.59850604176955,541.0856666666666,469.50848048367743
2010-05-14,50.989999999999995,3,2,22423,REGENCY CAKESTAND 3 TIER,1,382.49,1140.4499999999998,391.95,464.7385714285714,397.5338398773357,538.9603333333333,470.0965218092197
2010-05-15,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,50.989999999999995,0.0,0.0,309.1014285714286,286.7171739669936,513.365,475.2079270045175
2010-05-16,12.75,1,1,22423,REGENCY CAKESTAND 3 TIER,1,0.0,528.9,602.0999999999999,309.1014285714286,286.7171739669936,496.04999999999995,484.3540654919916
2010-05-17,50.98,2,1,22423,REGENCY CAKESTAND 3 TIER,1,12.75,306.0,0.0,235.36571428571423,287.1394827638738,469.715,488.56031720055125
2010-05-18,25.5,2,1,22423,REGENCY CAKESTAND 3 TIER,1,50.98,793.3299999999999,344.21999999999997,198.93428571428572,292.80614798060225,471.4143333333333,486.956222267169
2010-05-19,89.25,7,2,22423,REGENCY CAKESTAND 3 TIER,1,25.5,102.0,458.94,89.24428571428572,133.51813570412466,449.2193333333333,491.7370289713894
2010-05-20,191.25,15,6,22423,REGENCY CAKESTAND 3 TIER,1,89.25,382.49,1258.48,87.42285714285715,133.40203892923256,422.5606666666666,488.74206649832934
2010-05-21,50.98,2,1,22423,REGENCY CAKESTAND 3 TIER,1,191.25,50.989999999999995,1140.4499999999998,60.10285714285715,64.89402122288679,424.6856666666666,487.5520760209095
2010-05-22,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,50.98,0.0,0.0,60.10142857142857,64.8942553771339,350.19,342.54317106224624
2010-05-23,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,12.75,528.9,60.10142857142857,64.8942553771339,339.1413333333333,348.46258045516345
2010-05-24,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,50.98,306.0,58.279999999999994,66.6012850226402,324.3766666666667,353.26368722619037
2010-05-25,25.49,1,1,22423,REGENCY CAKESTAND 3 TIER,1,0.0,25.5,793.3299999999999,50.99714285714286,70.22152488477553,324.3766666666667,353.26368722619037
2010-05-26,306.8,12,9,22423,REGENCY CAKESTAND 3 TIER,1,25.49,89.25,102.0,50.99571428571429,70.22213014360256,313.0113333333333,357.3248159514151
2010-05-27,25.49,1,1,22423,REGENCY CAKESTAND 3 TIER,1,306.8,191.25,382.49,82.07428571428571,120.27619906658612,297.852,347.1400526807191
2010-05-28,25.49,1,1,22423,REGENCY CAKESTAND 3 TIER,1,25.49,50.98,50.989999999999995,58.39428571428572,111.17211308854266,276.823,343.76549629422357
2010-05-29,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,25.49,0.0,0.0,54.752857142857145,111.87070866470431,260.358,343.5734704482611
2010-05-30,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,12.75,54.752857142857145,111.87070866470431,238.79433333333333,338.74276916250943
2010-05-31,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,0.0,50.98,54.752857142857145,111.87070866470431,225.72933333333333,340.1874987458954
2010-06-01,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,25.49,25.5,54.752857142857145,111.87070866470431,225.72933333333333,340.1874987458954
2010-06-02,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,0.0,306.8,89.25,51.111428571428576,113.38656099505799,205.65933333333334,334.9376267712043
2010-06-03,12.75,1,1,22423,REGENCY CAKESTAND 3 TIER,1,0.0,25.49,191.25,7.282857142857142,12.437846429741212,205.65933333333334,334.9376267712043
2010-06-04,732.75,47,9,22423,REGENCY CAKESTAND 3 TIER,1,12.75,25.49,50.98,5.462857142857142,10.0283177623747,194.61033333333336,335.6756306572263
2010-06-05,0.0,0,0,22423,REGENCY CAKESTAND 3 TIER,1,732.75,0.0,0.0,106.5,276.1911702064356,203.73733333333334,346.6534991535531
