CustomerID,recency_days,frequency,total_revenue,orders_per_day,is_inactive_90d,is_high_value,churn_risk_score,churn_label
12381,5,5,1845.31,0.043478260869565216,False,False,0.19595951003742768,Active
12383,185,5,1850.56,0.029940119760479042,True,False,0.45889758421231713,Lost
12384,29,2,585.27,0.021739130434782608,False,False,0.45039128955427016,Active
12385,379,1,1938.4,,True,False,0.6901837359646138,Lost
12386,338,2,660.8,0.06896551724137931,True,False,0.6681949642735624,Lost
12387,415,1,143.94,,True,False,0.8463848247703301,Lost
12388,16,8,3901.11,0.014134275618374558,False,True,0.1746512419190201,Active
12389,403,3,1433.33,0.011857707509881422,True,False,0.6194453895882953,Lost
12390,80,1,549.84,,False,False,0.6199642735624362,Active
12391,22,6,2773.42,0.0093603744149766,False,True,0.23607519564477714,Active
12392,591,1,234.75000000000003,,True,False,0.891485199047295,Lost
12393,72,6,2399.4500000000003,0.016853932584269662,False,True,0.3557502551888398,Active
12394,64,2,1272.48,0.013071895424836602,False,False,0.4806736985369173,Active
12395,19,15,5067.27,0.025728987993138937,False,True,0.14613814222524668,Active
12396,674,1,931.43,,True,False,0.8431694453895883,Lost
12397,36,2,2409.9,0.020202020202020204,False,True,0.3963422932970398,Active
12398,46,1,1635.6599999999999,,False,False,0.5017267778155835,Active
12399,119,7,1962.3,0.013333333333333334,True,False,0.393671316774413,At Risk
12400,414,1,205.25,,True,False,0.8339145968016332,Lost
12401,303,1,84.3,,True,False,0.8002636951343994,Lost
12402,323,6,1256.9,0.01729106628242075,True,False,0.5189009867301804,Lost
12403,50,2,1019.36,0.004246284501061571,False,False,0.4669445389588295,Active
12404,682,1,63.24,,True,False,0.9444538958829534,Lost
12405,149,1,1710.39,,True,False,0.6022116366110921,At Risk
12406,22,5,6390.36,0.007407407407407408,False,True,0.22644607009186798,Active
12407,50,5,1708.1200000000001,0.02336448598130841,False,False,0.34743109901326985,Active
12408,33,8,4340.7699999999995,0.017204301075268817,False,True,0.23781898604967674,Active
12409,79,7,23419.29,0.01440329218106996,False,True,0.3087359646138142,Active
12410,309,3,1013.71,0.015544041450777202,True,False,0.5932715209254849,Lost
12411,410,1,346.9,,True,False,0.808523307247363,Lost
12412,75,6,2596.93,0.01293103448275862,False,True,0.358514800952705,Active
12413,67,4,999.45,0.011940298507462687,False,False,0.4318050357264376,Active
12414,217,6,952.41,0.024390243902439025,True,False,0.49364579789043894,Lost
12415,24,28,144458.37,0.055666003976143144,False,True,0.12741578768288536,Active
12416,657,1,202.56,,True,False,0.9148009527050016,Lost
12417,3,20,6816.91,0.0273972602739726,False,True,0.05022116366110923,Active
12418,113,4,2021.2,0.007736943907156673,True,False,0.43949472609731205,At Risk
12419,386,2,503.01,0.07407407407407407,True,False,0.7047890438924804,Lost
12420,64,1,600.39,,False,False,0.5892225246682545,Active
12421,16,6,1098.6,0.012269938650306749,False,False,0.2546784620619258,Active
12422,96,17,5231.8,0.0272,True,True,0.29266757400476356,At Risk
12423,1,10,2622.39,0.021505376344086023,False,True,0.0959595100374277,Active
12424,163,4,3340.03,0.01038961038961039,True,True,0.4450578428036747,At Risk
12425,78,2,1741.41,0.005405405405405406,False,False,0.4882102756039469,Active
12426,195,2,1345.21,0.004273504273504274,True,False,0.5714613814222524,Lost
12427,22,3,1129.3,0.008595988538681949,False,False,0.346010547805376,Active
12428,26,9,7956.46,0.03501945525291829,False,True,0.19294828172847908,Active
12429,9,8,7485.91,0.0148975791433892,False,True,0.12816434161279344,Active
12430,43,1,256.4,,False,False,0.5922677781558353,Active
12431,36,27,10857.97,0.041033434650455926,False,True,0.17279686968356586,Active
12432,43,5,5059.32,0.03875968992248062,False,True,0.29331405239877506,Active
12433,1,10,20581.26,0.02100840336134454,False,True,0.05451684246342294,Active
12434,85,3,1103.43,0.010135135135135136,False,False,0.47899795848928206,Active
12435,80,6,13925.93,0.0091324200913242,False,True,0.3259441987070432,Active
12436,100,1,509.01,,True,False,0.641502211636611,At Risk
12437,2,39,12683.4,0.053061224489795916,False,True,0.022422592718611772,Active
12438,14,2,2906.85,0.016,False,True,0.30830214358625385,Active
12439,683,2,1158.18,0.046511627906976744,True,False,0.7670976522626745,Lost
12440,462,2,859.2,0.00784313725490196,True,False,0.7238006124532155,Lost
12441,367,1,347.1,,True,False,0.773196665532494,Lost
12442,3,1,172.06,,False,False,0.45597141884994896,Active
12443,732,1,485.31,,True,False,0.8877764545763865,Lost
12444,21,5,5005.46,0.03355704697986577,False,True,0.22842803674719292,Active
12445,22,2,434.98,0.005025125628140704,False,False,0.4388652602926165,Active
12446,58,1,1002.3100000000001,,False,False,0.5495406600884654,Active
12447,243,1,476.49,,True,False,0.7148945219462403,Lost
12448,44,1,449.45,,False,False,0.5662640353861857,Active
12449,22,6,4835.89,0.014423076923076924,False,True,0.21681694453895883,Active
12450,156,5,688.2,0.015723270440251572,True,False,0.49833276624702283,At Risk
12451,11,8,12669.88,0.015444015444015444,False,True,0.1331235113984348,Active
12452,17,2,430.57,,False,False,0.4189945559714189,Active
12453,134,1,707.09,,True,False,0.6441731881592379,At Risk
12454,56,5,16679.78,0.013736263736263736,False,True,0.29957468526709763,Active
12455,73,10,5879.95,0.015432098765432098,False,True,0.2902687989111943,Active
12456,44,3,3181.04,0.014285714285714285,False,True,0.3610837019394352,Active
12457,66,8,2995.91,0.021739130434782608,False,True,0.31531133038448456,Active
12458,71,4,1777.49,0.009615384615384616,False,False,0.4046784620619258,Active
12459,605,1,454.36,,True,False,0.8636440966315073,Lost
12460,456,1,326.65,,True,False,0.8391034365430419,Lost
12461,94,2,826.88,0.03333333333333333,True,False,0.5457383463763185,At Risk
12462,19,2,1189.59,0.007042253521126761,False,False,0.37421742089145965,Active
12463,53,4,1344.78,0.02127659574468085,False,False,0.3883208574345015,Active
12464,10,8,1212.05,0.026755852842809364,False,False,0.20189690370874447,Active
12465,17,2,742.1899999999999,0.013157894736842105,False,False,0.3915702619938755,Active
12466,682,1,56.73,,True,False,0.9450323239197006,Lost
12467,423,1,132.8,,True,False,0.8545083361687649,Lost
12468,188,5,3670.74,0.010101010101010102,True,True,0.43307247363048657,Lost
12469,523,2,3070.54,0.14285714285714285,True,True,0.6791425654984689,Lost
12470,690,1,211.95,,True,False,0.9211891799931949,Lost
12471,2,79,39963.79,0.10821917808219178,False,True,0.014214018373596456,Active
12472,32,19,17880.59,0.027417027417027416,False,True,0.16689350119088123,Active
12473,29,5,3938.5499999999997,0.030864197530864196,False,True,0.2652092548485879,Active
12474,17,31,12424.45,0.04776579352850539,False,True,0.10190541000340252,Active
12475,54,2,1149.64,0.0056179775280898875,False,False,0.46971759101735283,Active
12476,16,23,14115.41,0.047325102880658436,False,True,0.10080809799251446,Active
12477,23,9,20276.37,0.015,False,True,0.17063627084042193,Active
12478,4,1,680.99,,False,False,0.4010207553589656,Active
12479,11,1,527.2,,False,False,0.4515056141544743,Active
12480,28,7,5464.85,0.014613778705636743,False,True,0.22334127254168085,Active
12481,23,15,12361.39,0.025684931506849314,False,True,0.14588295338550525,Active
12482,576,29,23691.4,0.37662337662337664,True,True,0.4718101395032324,Lost
12483,17,19,5120.58,0.02878787878787879,False,True,0.12746682545083363,Active
12484,33,12,6370.15,0.018518518518518517,False,True,0.2015141204491324,Active
12485,529,1,708.1,,True,False,0.8198536917318816,Lost
12486,432,1,1037.28,,True,False,0.7655154814562777,Lost
12487,731,1,285.29999999999995,,True,False,0.9156260632868323,Lost
12488,10,3,1298.66,0.046153846153846156,False,False,0.2879125552909153,Active
12489,336,1,334.93,,True,False,0.768662810479755,Lost
12490,5,21,9823.64,0.0286493860845839,False,True,0.05910173528411024,Active
12491,39,1,460.40000000000003,,False,False,0.5550357264375638,Active
12492,63,3,715.21,0.008823529411764706,False,False,0.4709850289214018,Active
12493,166,2,433.74,0.06451612903225806,True,False,0.6190626063286833,At Risk
12494,16,9,1872.8700000000001,0.01607142857142857,False,False,0.1959595100374277,Active
12495,641,1,357.4,,True,False,0.8861857774753318,Lost
12496,620,2,54.09,,True,False,0.8638992854712487,Lost
12497,82,3,6248.5,0.0053285968028419185,False,True,0.40740898264715886,Active
12498,21,3,403.70000000000005,0.08333333333333333,False,False,0.39814562776454576,Active
12499,560,1,393.72,,True,False,0.8587784960871044,Lost
12500,23,19,5955.21,0.02923076923076923,False,True,0.14949812861517522,Active
12501,337,1,2169.39,,True,False,0.6693007825791085,Lost
12502,96,5,3723.87,0.02336448598130841,True,True,0.38340421912215034,At Risk
12503,584,1,1126.0,,True,False,0.8084042191221504,Lost
12504,18,4,779.05,0.006920415224913495,False,False,0.3238941816944539,Active
12505,409,1,955.2,,True,False,0.7534875808097993,Lost
12506,233,1,73.5,,True,False,0.7726947941476692,Lost
12507,134,4,1844.06,0.008888888888888889,True,False,0.4553759782238857,At Risk
12508,26,2,398.27,1.0,False,False,0.46194283769989797,Active
12509,284,1,176.5,,True,False,0.7778155835318135,Lost
12510,143,9,5178.02,0.015202702702702704,True,True,0.35244130656685946,At Risk
12511,429,1,3084.02,,True,True,0.7107519564477714,Lost
12512,66,2,138.03,,False,False,0.5919700578428037,Active
12513,113,1,612.29,,True,False,0.6400986730180334,At Risk
12514,267,2,1597.76,0.0053475935828877,True,False,0.594938754678462,Lost
12515,353,1,383.7,,True,False,0.7624702279686969,Lost
12516,78,4,2648.62,0.007677543186180422,False,True,0.39901326981966656,Active
12517,28,5,2502.84,0.031055900621118012,False,True,0.27861517522966994,Active
12518,1,5,2056.89,0.045871559633027525,False,False,0.1599268458659408,Active
12519,64,2,726.54,0.004842615012106538,False,False,0.513405920381082,Active
12520,79,5,2634.26,0.02577319587628866,False,True,0.37966144947260977,Active
12521,143,1,599.68,,True,False,0.6577492344334808,At Risk
12522,39,2,192.72,0.16666666666666666,False,False,0.5296444368832937,Active
12523,19,23,4372.15,0.032303370786516857,False,True,0.13776794828172848,Active
12524,9,17,11126.11,0.025757575757575757,False,True,0.08121810139503234,Active
12525,498,3,973.73,0.020134228187919462,True,False,0.6868067369853692,Lost
12526,1,3,1316.66,0.03225806451612903,False,False,0.23233242599523646,Active
12527,82,5,735.51,0.011185682326621925,False,False,0.4497363048656005,Active
12528,9,6,1933.48,0.019801980198019802,False,False,0.19509186798230693,Active
12529,528,1,316.48,,True,False,0.8619428376998979,Lost
12530,60,9,3759.26,0.015463917525773196,False,True,0.2875212657366451,Active
12531,15,2,1933.2,0.0029806259314456036,False,False,0.3286917318815924,Active
12532,30,1,349.83000000000004,,False,False,0.5467505954406261,Active
12533,628,2,1367.89,0.01818181818181818,True,False,0.7439009867301803,Lost
12534,131,1,1089.18,,True,False,0.617565498468867,At Risk
12535,92,2,716.35,0.02127659574468085,True,False,0.5520159918339571,At Risk
12536,43,3,12601.830000000002,0.2,False,True,0.3285301122830895,Active
12537,409,1,732.94,,True,False,0.7685607349438586,Lost
12538,29,2,640.45,0.0057306590257879654,False,False,0.445474651241919,Active
12539,22,7,11214.75,0.010086455331412104,False,True,0.1884229329703981,Active
12540,20,33,22254.49,0.046348314606741575,False,True,0.11156856073494384,Active
12541,30,3,981.18,0.01195219123505976,False,False,0.38488431439265053,Active
12542,484,2,481.88,0.01282051282051282,True,False,0.7623256209595101,Lost
12543,448,1,980.25,,True,False,0.7773987750935692,Lost
12544,36,1,372.7,,False,False,0.5597397073834638,Active
12545,75,2,1000.39,0.010869565217391304,False,False,0.5148945219462402,Active
12546,47,2,1161.5,0.06451612903225806,False,False,0.45580129295678806,Active
12547,198,3,383.58,0.009933774834437087,True,False,0.6011313371895202,Lost
12548,166,1,95.19999999999999,,True,False,0.7403708744470909,At Risk
12549,576,6,1575.68,0.049586776859504134,True,False,0.6139077917659068,Lost
12550,79,1,964.83,,False,False,0.5877679482817284,Active
12551,358,1,168.0,,True,False,0.7979159578087784,Lost
12552,39,2,437.82,,False,False,0.49208063967335824,Active
12553,8,12,4608.75,0.02891566265060241,False,True,0.10660088465464446,Active
12554,449,1,468.5,,True,False,0.8169020074855392,Lost
12555,682,1,129.23,,True,False,0.9348587955086765,Lost
12556,50,2,603.71,0.02,False,False,0.49675059544062605,Active
12557,16,8,18716.14,0.0113314447592068,False,True,0.14817965294317795,Active
12558,8,1,269.96,,False,False,0.4672762844504934,Active
12559,311,2,561.71,0.25,True,False,0.6681354202109562,Lost
12560,5,3,2134.01,0.021897810218978103,False,False,0.24022626743790404,Active
12561,303,1,238.85,,True,False,0.7724991493705342,Lost
12562,8,9,4966.92,0.02107728337236534,False,True,0.1228053759782239,Active
12563,409,1,249.24,,True,False,0.8225927186117727,Lost
12564,261,1,456.9,,True,False,0.7239877509356925,Lost
12565,289,1,145.92,,True,False,0.7855903368492685,Lost
12566,86,1,351.65,,False,False,0.6492089145968016,Active
12567,23,15,13709.86,0.023291925465838508,False,True,0.14489622320517181,Active
12568,645,1,70.0,,True,False,0.9349948962232052,Lost
12569,2,32,4124.69,0.128,False,True,0.04669955767267777,Active
12570,682,1,77.52,,True,False,0.9430248383804015,Lost
12571,40,2,519.61,0.024691358024691357,False,False,0.4864749914937053,Active
12572,9,2,1020.42,0.046511627906976744,False,False,0.3370789384144267,Active
12573,227,5,717.41,0.02109704641350211,True,False,0.5301292956788023,Lost
12574,316,1,218.45,,True,False,0.7808268118407621,Lost
12575,457,2,622.8199999999999,0.028985507246376812,True,False,0.7402177611432461,Lost
12576,36,8,2142.72,0.0163265306122449,False,False,0.2698707043211977,Active
12577,35,8,1653.75,0.011428571428571429,False,False,0.2804865600544403,Active
12578,21,4,4642.45,0.009478672985781991,False,True,0.2517863218781899,Active
12579,78,1,440.42,,False,False,0.6270755358965634,Active
12580,247,2,1052.9,0.0060790273556231,True,False,0.6084127254168086,Lost
12581,40,1,197.71,,False,False,0.5968611772711807,Active
12582,239,4,1980.4,0.011834319526627219,True,False,0.5007825791085403,Lost
12583,3,27,14447.44,0.036986301369863014,False,True,0.033982647158897594,Active
12584,4,9,2338.15,0.03260869565217391,False,True,0.13055461041170466,Active
12585,234,2,2040.1,0.017094017094017096,True,False,0.5673018033344676,Lost
12586,17,4,2062.67,0.0056657223796034,False,False,0.265387887036407,Active
12587,8,1,144.0,,False,False,0.4888992854712487,Active
12588,39,4,958.78,0.007168458781362007,False,False,0.380256890098673,Active
12589,29,8,4695.66,0.012121212121212121,False,True,0.2203300442327322,Active
12590,211,2,9864.26,,True,True,0.511951343994556,Lost
12591,317,3,1352.15,0.03296703296703297,True,False,0.5796189179993195,Lost
12592,92,5,2582.66,0.0117096018735363,True,True,0.39332255869343313,At Risk
12593,109,3,418.09999999999997,0.02727272727272727,True,False,0.5503912895542702,At Risk
12594,38,15,5090.110000000001,0.024671052631578948,False,True,0.20734093228989448,Active
12595,505,1,299.02,,True,False,0.8601990472949983,Lost
12596,51,2,618.27,0.010526315789473684,False,False,0.49790745151412047,Active
12597,19,4,3811.22,0.016129032258064516,False,True,0.2518798911194284,Active
12598,10,11,4534.09,0.017214397496087636,False,True,0.12500850629465807,Active
12599,29,13,2296.72,0.023722627737226276,False,False,0.21569411364409663,Active
12600,29,21,5043.92,0.029871977240398292,False,True,0.17152943177951685,Active
12601,190,6,681.26,0.028037383177570093,True,False,0.5003997958489282,Lost
12602,59,1,153.12,,False,False,0.6406941136440967,Active
12603,22,1,739.1999999999999,,False,False,0.4776284450493365,Active
12604,79,2,254.18,0.01098901098901099,False,False,0.5912980605648179,Active
12605,376,4,1232.95,0.04938271604938271,True,False,0.5748553929908132,Lost
12606,682,1,21.0,,True,False,0.9470738346376318,Lost
12607,60,1,1579.51,,False,False,0.5290660088465464,Active
12608,405,1,415.79,,True,False,0.7948026539639332,Lost
12609,78,9,3435.86,0.014040561622464899,False,True,0.31993024838380396,Active
12610,23,5,2099.54,0.04854368932038835,False,False,0.26875637972099353,Active
12611,52,1,1193.32,,False,False,0.5285981626403539,Active
12612,74,1,704.0400000000001,,False,False,0.598001020755359,Active
12613,57,10,6835.07,0.014970059880239521,False,True,0.2581235113984348,Active
12614,278,1,315.6,,True,False,0.7529431779516842,Lost
12615,2,8,5740.98,0.012718600953895072,False,True,0.09265056141544742,Active
12616,95,3,1131.1,0.010238907849829351,True,False,0.4867046614494726,At Risk
12617,29,1,355.53,,False,False,0.5416042871725076,Active
12618,22,1,177.31,,False,False,0.5443177951684246,Active
12619,16,10,3781.38,0.01838235294117647,False,True,0.1609731201088806,Active
12620,15,3,1339.41,0.015873015873015872,False,False,0.3053844845185437,Active
12621,2,35,24775.81,0.052552552552552555,False,True,0.0196920721333787,Active
12622,232,1,180.1,,True,False,0.7530452534875808,Lost
12623,276,7,3747.84,0.016666666666666666,True,True,0.4415787682885335,Lost
12624,106,2,641.13,0.028169014084507043,True,False,0.5667063627084042,At Risk
12625,212,4,5164.88,0.010416666666666666,True,True,0.4546614494726098,Lost
12626,23,9,6620.48,0.0297029702970297,False,True,0.183327662470228,Active
12627,11,7,4478.53,0.05426356589147287,False,True,0.1622320517182715,Active
12628,4,3,786.46,0.05,False,False,0.28689179993194963,Active
12629,386,2,1558.22,0.05405405405405406,True,False,0.642931269139163,Lost
12630,10,2,1270.88,0.058823529411764705,False,False,0.3303419530452535,Active
12631,57,6,3481.57,0.009448818897637795,False,True,0.3142990813201769,Active
12632,521,2,804.88,0.045454545454545456,True,False,0.7455597141884995,Lost
12633,59,7,5678.16,0.015021459227467811,False,True,0.29133208574345015,Active
12634,536,2,490.0,0.16666666666666666,True,False,0.7751701258931609,Lost
12635,90,4,2930.41,0.010899182561307902,True,True,0.4084977883633889,At Risk
12636,739,1,141.0,,True,False,0.9428972439605308,Lost
12637,67,12,8340.31,0.025210084033613446,False,True,0.2632613133718952,Active
12638,33,2,921.49,0.0033003300330033004,False,False,0.4403368492684587,Active
12639,239,3,1312.37,0.007712082262210797,True,False,0.5500340251786322,Lost
12640,24,3,1174.58,0.05263157894736842,False,False,0.3538618577747533,Active
12641,115,1,185.9,,True,False,0.6968526709765226,At Risk
12642,25,3,1013.26,0.036585365853658534,False,False,0.36681694453895886,Active
12643,128,12,8350.42,0.024896265560165973,True,True,0.31681694453895887,At Risk
12644,130,4,1918.49,0.0070921985815602835,True,False,0.4516076896903709,At Risk
12645,34,8,3539.3,0.012598425196850394,False,True,0.24660598843143927,Active
12646,5,2,1346.97,0.045454545454545456,False,False,0.3033429738006125,Active
12647,22,36,17924.35,0.05357142857142857,False,True,0.11739537257570601,Active
12648,155,4,1112.0,0.007326007326007326,True,False,0.4917574004763525,At Risk
12649,107,8,2294.65,0.013605442176870748,True,False,0.3691391629806057,At Risk
12650,3,1,314.44,,False,False,0.4331745491663831,Active
12651,335,4,377.75,0.03076923076923077,True,False,0.6260207553589656,Lost
12652,331,2,1017.03,0.0196078431372549,True,False,0.6414511738686629,Lost
12653,149,3,4160.83,0.007936507936507936,True,True,0.45994385845525687,At Risk
12654,11,5,601.98,0.017605633802816902,False,False,0.287495746852671,Active
12655,424,1,261.35,,True,False,0.8323749574685267,Lost
12656,17,8,6407.83,0.014678899082568808,False,True,0.16673188159237834,Active
12657,11,4,1643.18,0.05970149253731343,False,False,0.25324940455937395,Active
12658,19,1,686.05,,False,False,0.47140183735964614,Active
12659,30,1,91.68,,False,False,0.5908472269479415,Active
12660,11,1,245.1,,False,False,0.4888652602926165,Active
12661,436,1,162.0,,True,False,0.8584212317114666,Lost
12662,1,20,6988.02,0.03241491085899514,False,True,0.03468866961551549,Active
12663,625,2,239.4,0.046511627906976744,True,False,0.8346461381422253,Lost
12664,8,11,6070.04,0.01532033426183844,False,True,0.10565668594760123,Active
12665,325,3,313.6,0.00872093023255814,True,False,0.6627594419870705,Lost
12666,394,1,1248.42,,True,False,0.7261823749574685,Lost
12667,58,1,620.13,,False,False,0.5761483497788362,Active
12668,12,10,11444.68,0.015037593984962405,False,True,0.12505954406260633,Active
12669,151,3,2744.0299999999997,0.02857142857142857,True,True,0.4761908812521266,At Risk
12670,10,7,3760.29,0.010670731707317074,False,True,0.16169615515481459,Active
12671,606,1,2622.481,,True,True,0.7736134739707384,Lost
12672,330,2,437.05,0.007547169811320755,True,False,0.6862027900646478,Lost
12673,5,3,1230.02,0.007575757575757576,False,False,0.26778666212997615,Active
12674,39,4,1970.6,0.023668639053254437,False,False,0.34174038788703637,Active
12675,554,2,958.5,0.08333333333333333,True,False,0.7446920721333787,Lost
12676,25,11,2843.09,0.024017467248908297,False,True,0.2056822048315754,Active
12677,555,2,395.1,0.018018018018018018,True,False,0.7924038788703641,Lost
12678,42,21,34281.18,0.031914893617021274,False,True,0.1842548485879551,Active
12679,59,4,1113.02,0.017777777777777778,False,False,0.4091272541680844,Active
12680,1,4,880.81,0.03571428571428571,False,False,0.22738176250425318,Active
12681,15,45,30868.28,0.06329113924050633,False,True,0.08275774072813884,Active
12682,4,52,24033.91,0.0707482993197279,False,True,0.03285130996937733,Active
12683,4,21,12696.78,0.029085872576177285,False,True,0.0486730180333447,Active
12684,8,7,2283.63,0.03414634146341464,False,False,0.1687138482477033,Active
12685,28,6,2863.08,0.09230769230769231,False,True,0.2572133378700238,Active
12686,372,1,178.28,,True,False,0.8019394351820347,Lost
12687,481,2,2138.91,,True,False,0.6822728819326302,Lost
12688,114,1,4873.8099999999995,,True,True,0.5437904048996257,At Risk
12689,26,2,1247.61,0.019801980198019802,False,False,0.39964273562436203,Active
12690,206,1,389.01,,True,False,0.710335148009527,Lost
12691,28,7,1170.4,0.017857142857142856,False,False,0.2865600544402858,Active
12692,637,1,110.95,,True,False,0.9279346716570261,Lost
12693,127,7,1703.02,0.017721518987341773,True,False,0.4046954746512419,At Risk
12694,70,3,1843.35,0.008571428571428572,False,False,0.4301803334467506,Active
12695,7,7,1407.1200000000001,0.010638297872340425,False,False,0.1866621299761824,Active
12696,435,2,851.91,0.02702702702702703,True,False,0.7139673358285132,Lost
12697,29,3,957.59,0.02142857142857143,False,False,0.3820857434501531,Active
12698,590,1,339.75,,True,False,0.8749744811160258,Lost
12699,418,1,638.11,,True,False,0.7827067029601905,Lost
12700,8,4,4939.99,0.01932367149758454,False,True,0.19195304525348758,Active
12701,80,6,2446.41,0.0108499095840868,False,True,0.36776114324600206,Active
12702,20,1,219.0,,False,False,0.5308948621980265,Active
12703,71,4,1006.53,0.0065252854812398045,False,False,0.4353521605988432,Active
12704,7,8,2340.84,0.04938271604938271,False,True,0.1525178632187819,Active
12705,15,14,11762.1,0.02702702702702703,False,True,0.1130996937733923,Active
12707,292,1,603.42,,True,False,0.7245406600884654,Lost
12708,30,18,5314.1,0.02604920405209841,False,True,0.17843654304185097,Active
12709,15,34,31093.34,0.04755244755244755,False,True,0.08550527390268801,Active
12710,97,3,1149.02,0.028846153846153848,True,False,0.4880061245321538,At Risk
12711,612,2,1339.05,0.03076923076923077,True,False,0.7405920381082001,Lost
12712,29,21,7193.66,0.029957203994293864,False,True,0.1632613133718952,Active
12713,1,1,848.55,,False,False,0.365039128955427,Active
12714,9,12,14093.71,0.01652892561983471,False,True,0.09356073494385847,Active
12715,106,1,353.86,,True,False,0.6631592378359985,At Risk
12716,4,2,1053.49,0.015503875968992248,False,False,0.3105733242599524,Active
12717,151,3,1308.91,0.00683371298405467,True,False,0.5097056822048316,At Risk
12718,71,1,238.25,,False,False,0.6451939435182035,Active
12719,5,2,644.95,0.03389830508474576,False,False,0.3457043211976863,Active
12720,3,30,8260.67,0.05964214711729622,False,True,0.03870364069411365,Active
12721,32,8,4013.08,0.01818181818181818,False,True,0.23678121810139502,Active
12722,85,4,997.63,0.06153846153846154,False,False,0.4563882272881933,Active
12723,4,5,725.07,0.08196721311475409,False,False,0.24024328002722012,Active
12724,5,7,2317.52,0.013207547169811321,False,True,0.15660939094930248,Active
12725,371,4,2694.56,0.018779342723004695,True,True,0.532238856753998,Lost
12726,28,11,4014.6,0.018487394957983194,False,True,0.20145457638652606,Active
12727,11,10,5679.53,0.015527950310559006,False,True,0.13125212657366453,Active
12728,71,5,1070.17,0.016025641025641024,False,False,0.4098673018033344,Active
12729,114,1,453.01,,True,False,0.6555290915277305,At Risk
12730,522,1,829.25,,True,False,0.8096546444368833,Lost
12731,24,17,25775.71,0.027243589743589744,False,True,0.14134909833276627,Active
12732,180,1,236.26000000000002,,True,False,0.7212997618237496,Lost
12733,234,4,2424.87,0.008791208791208791,True,True,0.4895372575706023,Lost
12734,353,3,639.65,0.07692307692307693,True,False,0.629525348758081,Lost
12735,315,2,779.5699999999999,0.09523809523809523,True,False,0.6528751275944199,Lost
12736,333,1,234.0,,True,False,0.7832596121129636,Lost
12737,499,2,3710.5,,True,True,0.6652347737325621,Lost
12738,372,1,310.7,,True,False,0.7811500510377679,Lost
12739,78,4,2726.73,0.012698412698412698,False,True,0.39840081660428717,Active
12740,64,1,427.6,,False,False,0.6057247363048656,Active
12741,529,2,406.07,0.6666666666666666,True,False,0.7828257910854032,Lost
12742,626,1,1201.52,,True,False,0.8161619598502893,Lost
12743,134,2,546.43,,True,False,0.5921742089145968,At Risk
12744,52,11,25317.06,0.02040816326530612,False,True,0.2313201769309289,Active
12745,487,3,925.41,0.015384615384615385,True,False,0.6874617216740389,Lost
12746,541,1,254.55,,True,False,0.8745746852670976,Lost
12747,2,26,9276.539999999999,0.03561643835616438,False,True,0.03218781898604966,Active
