ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-12-20,29378.682122306287,9380.894650122205,66401.80684297117,29355.272261975504,29407.11145293851,8706.983031491945,8706.983031491945,8706.983031491945,11038.828269695434,11038.828269695434,11038.828269695434,-2331.845238203489,-2331.845238203489,-2331.845238203489,0.0,0.0,0.0,38085.66515379823
2011-12-21,29381.66215922538,907.128140197279,57206.002736986535,29354.694902209372,29415.452714301267,112.51549408714912,112.51549408714912,112.51549408714912,5523.924267097401,5523.924267097401,5523.924267097401,-5411.408773010252,-5411.408773010252,-5411.408773010252,0.0,0.0,0.0,29494.17765331253
2011-12-22,29384.642196144465,5273.58229959449,61272.00938408492,29353.849807915663,29421.9759308117,3855.9414650851286,3855.9414650851286,3855.9414650851286,12170.915161677183,12170.915161677183,12170.915161677183,-8314.973696592055,-8314.973696592055,-8314.973696592055,0.0,0.0,0.0,33240.5836612296
2011-12-23,29387.622233063554,-6070.439097351095,50210.86964280532,29352.86579328335,29427.36510778702,-7590.561591047311,-7590.561591047311,-7590.561591047311,3407.2293610662955,3407.2293610662955,3407.2293610662955,-10997.790952113606,-10997.790952113606,-10997.790952113606,0.0,0.0,0.0,21797.060642016244
2011-12-24,29390.602269982646,-39613.46034526198,15012.208789296987,29351.5685133909,29434.954132705312,-41498.64455848322,-41498.64455848322,-41498.64455848322,-28079.202161073972,-28079.202161073972,-28079.202161073972,-13419.442397409244,-13419.442397409244,-13419.442397409244,0.0,0.0,0.0,-12108.042288500572
2011-12-25,29393.58230690173,-25144.16329801646,31694.94974776751,29351.196533781298,29442.67913436915,-26133.814811748398,-26133.814811748398,-26133.814811748398,-10589.045029935034,-10589.045029935034,-10589.045029935034,-15544.769781813366,-15544.769781813366,-15544.769781813366,0.0,0.0,0.0,3259.7674951533336
2011-12-26,29396.562343820824,-10541.793388111952,46146.7948635129,29351.40993023306,29450.09079084885,-10817.33148510936,-10817.33148510936,-10817.33148510936,6527.35013136009,6527.35013136009,6527.35013136009,-17344.68161646945,-17344.68161646945,-17344.68161646945,0.0,0.0,0.0,18579.230858711464
2011-12-27,29399.542380739913,-9096.333130159523,50002.15831149269,29349.515262627392,29458.83565826908,-7757.988741908595,-7757.988741908595,-7757.988741908595,11038.828269682761,11038.828269682761,11038.828269682761,-18796.817011591356,-18796.817011591356,-18796.817011591356,0.0,0.0,0.0,21641.55363883132
2011-12-28,29402.522417658998,-13492.979621346882,42734.397115124324,29347.36668251845,29466.77599420887,-14362.12494784974,-14362.12494784974,-14362.12494784974,5523.924267137689,5523.924267137689,5523.924267137689,-19886.049214987426,-19886.049214987426,-19886.049214987426,0.0,0.0,0.0,15040.397469809259
2011-12-29,29405.50245457809,-7111.2273175048995,50379.506402779036,29346.849907874155,29479.641135706996,-8433.900556450628,-8433.900556450628,-8433.900556450628,12170.91516167281,12170.91516167281,12170.91516167281,-20604.81571812344,-20604.81571812344,-20604.81571812344,0.0,0.0,0.0,20971.60189812746
2011-12-30,29408.48249149718,-17253.253689123732,40661.942006840116,29346.429429814067,29487.61834653274,-17546.036926752888,-17546.036926752888,-17546.036926752888,3407.229361069825,3407.229361069825,3407.229361069825,-20953.266287822713,-20953.266287822713,-20953.266287822713,0.0,0.0,0.0,11862.445564744292
2011-12-31,29411.462528416265,-48570.57075540648,10581.990332151101,29344.346209576503,29494.50265268334,-49018.427172812095,-49018.427172812095,-49018.427172812095,-28079.20216105309,-28079.20216105309,-28079.20216105309,-20939.225011759,-20939.225011759,-20939.225011759,0.0,0.0,0.0,-19606.96464439583
2012-01-01,29414.442565335357,-30015.13237215421,27455.580830725343,29340.965767223966,29504.36579327905,-31167.012316061293,-31167.012316061293,-31167.012316061293,-10589.045029911498,-10589.045029911498,-10589.045029911498,-20577.967286149797,-20577.967286149797,-20577.967286149797,0.0,0.0,0.0,-1752.5697507259356
2012-01-02,29417.422602254446,-13216.412367711564,42215.263819093496,29339.132460602923,29511.1770813941,-13364.467361591229,-13364.467361591229,-13364.467361591229,6527.350131373999,6527.350131373999,6527.350131373999,-19891.817492965227,-19891.817492965227,-19891.817492965227,0.0,0.0,0.0,16052.955240663217
2012-01-03,29420.40263917354,-7685.886254546193,49826.58358870126,29335.335657068048,29517.980113604957,-7870.749511280274,-7870.749511280274,-7870.749511280274,11038.82826969601,11038.82826969601,11038.82826969601,-18909.577780976284,-18909.577780976284,-18909.577780976284,0.0,0.0,0.0,21549.653127893263
2012-01-04,29423.382676092624,-11447.002162717943,44562.60043228418,29334.088905524422,29525.39150389797,-12141.878485992633,-12141.878485992633,-12141.878485992633,5523.924267119269,5523.924267119269,5523.924267119269,-17665.8027531119,-17665.8027531119,-17665.8027531119,0.0,0.0,0.0,17281.504190099993
2012-01-05,29426.362713011713,-3211.6715031300123,54834.487936272155,29332.4207252825,29537.5894376038,-4029.0236914435745,-4029.0236914435745,-4029.0236914435745,12170.915161663568,12170.915161663568,12170.915161663568,-16199.938853107142,-16199.938853107142,-16199.938853107142,0.0,0.0,0.0,25397.33902156814
2012-01-06,29429.342749930805,-9149.293802848832,47145.70374596291,29327.50633748359,29549.57332433031,-11148.121367951719,-11148.121367951719,-11148.121367951719,3407.2293610902234,3407.2293610902234,3407.2293610902234,-14555.350729041942,-14555.350729041942,-14555.350729041942,0.0,0.0,0.0,18281.221381979085
2012-01-07,29432.32278684989,-40460.05507556234,18455.639593404325,29322.14800167161,29557.992820784588,-40857.46189741108,-40857.46189741108,-40857.46189741108,-28079.202161063353,-28079.202161063353,-28079.202161063353,-12778.259736347727,-12778.259736347727,-12778.259736347727,0.0,0.0,0.0,-11425.139110561187
2012-01-08,29435.302823768983,-19451.10138967353,36622.88392952991,29321.200210883933,29566.30479031443,-21505.666980097285,-21505.666980097285,-21505.666980097285,-10589.045029893301,-10589.045029893301,-10589.045029893301,-10916.62195020399,-10916.62195020399,-10916.62195020399,0.0,0.0,0.0,7929.635843671698
