CustomerID,Recency,Frequency,Monetary,Country,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,kmeans_cluster,dbscan_cluster,pca_1,pca_2,persona
12477,23,9,20276.37,Germany,4,5,5,455,14,0,0,1.195066350654281,-0.33883698965204206,Big Spenders
12478,4,1,680.99,Greece,5,1,3,513,9,0,0,-0.049051975168075385,-0.9823970710928294,Big Spenders
12479,11,1,527.2,Germany,5,1,2,512,8,0,0,-0.06747542407038062,-0.9552505865467195,Big Spenders
12480,28,7,5464.85,Germany,4,4,5,445,13,0,0,0.4336630474112248,-0.6979954017161822,Big Spenders
12481,23,15,12361.39,Germany,4,5,5,455,14,0,0,1.1617530543119297,-0.4694584728230968,Big Spenders
12482,576,29,23691.4,Sweden,1,5,5,155,11,0,-1,1.4655314287634393,2.3914191320416083,Big Spenders
12483,17,19,5120.58,Sweden,5,5,5,555,15,0,0,1.0635493125116886,-0.6308280265646369,Big Spenders
12484,33,12,6370.15,Spain,4,5,5,455,14,0,0,0.7260396161992793,-0.6021905563433977,Big Spenders
12485,529,1,708.1,Sweden,1,1,3,113,5,0,0,-0.9245189027996832,1.3350152640436426,Big Spenders
12486,432,1,1037.28,Sweden,1,1,3,113,5,0,0,-0.7481312620546552,0.9149805547351834,Big Spenders
12487,731,1,285.29999999999995,Sweden,1,1,1,111,3,0,0,-1.2803371477474834,2.2161215654204467,Big Spenders
12488,10,3,1298.66,France,5,3,4,534,12,0,0,0.07241035469224898,-0.9202031017423385,Big Spenders
12489,336,1,334.93,France,2,1,2,212,5,0,0,-0.6185859027013088,0.47424926022263564,Big Spenders
12490,5,21,9823.64,France,5,5,5,555,15,0,0,1.393974574759782,-0.5486192285015787,Big Spenders
12491,39,1,460.4,France,4,1,2,412,7,0,0,-0.11715559683860026,-0.8333164991681042,Big Spenders
12492,63,3,715.21,Germany,3,3,3,333,9,0,0,-0.04164024007960383,-0.7005237364209924,Big Spenders
12493,166,2,433.74,France,3,2,2,322,7,0,0,-0.2781736863869233,-0.2631912569985487,Big Spenders
12494,16,9,1872.87,France,5,5,4,554,14,0,0,0.4008343122652343,-0.8177040146452724,Big Spenders
12495,641,1,357.4,Sweden,1,1,2,112,4,0,0,-1.1268962017710658,1.8207190611149755,Big Spenders
12496,620,2,54.09,Spain,1,2,1,121,4,0,0,-1.052896297034317,1.7310065633214746,Big Spenders
12497,82,3,6248.5,Germany,3,3,5,335,11,0,0,0.16894546837717914,-0.48198831973494044,Big Spenders
12498,21,3,403.7000000000001,Germany,4,3,2,432,9,0,0,0.014850533588976535,-0.8934466898405345,Big Spenders
12499,560,1,393.72,Germany,1,1,2,112,4,0,0,-0.9900504795858257,1.464161357859211,Big Spenders
12500,23,19,5955.21,Germany,4,5,5,455,14,0,0,1.0900802843243644,-0.5840343380817826,Big Spenders
12501,337,1,2169.39,Germany,2,1,4,214,7,0,0,-0.5399215772542685,0.5233164471919646,Big Spenders
12502,96,5,3723.87,Spain,3,4,5,345,12,0,0,0.13944256464753818,-0.4609811514035375,Big Spenders
12503,584,1,1126.0,Spain,1,1,3,113,5,0,0,-0.9980583021482594,1.5878951599417914,Big Spenders
12504,18,4,779.05,Germany,5,3,3,533,11,0,0,0.0885134084393651,-0.8872077712366158,Big Spenders
12505,409,1,955.2,Italy,2,1,3,213,6,0,0,-0.7133198861395796,0.8114867473309291,Big Spenders
12506,233,1,73.5,France,2,1,1,211,4,0,0,-0.45804318036305297,0.013360783954341243,Big Spenders
12507,134,4,1844.06,Spain,3,3,4,334,10,0,0,-0.0585467963362763,-0.34939139155768617,Big Spenders
12508,26,2,398.27,France,4,2,2,422,8,0,0,-0.04595254614175623,-0.8818553124684211,Big Spenders
12509,284,1,176.5,France,2,1,1,211,4,0,0,-0.5386933201259079,0.24092395419003934,Big Spenders
12510,143,9,5178.02,Spain,3,5,5,355,13,0,0,0.33350568066895103,-0.17681678995734665,Big Spenders
12511,429,1,3084.02,Greece,1,1,5,115,7,0,0,-0.6534915626274831,0.9515636028321003,Big Spenders
12512,66,2,138.03,Israel,3,2,1,321,6,0,0,-0.12414159603364568,-0.7116755898703786,Big Spenders
12513,113,1,612.29,France,3,1,2,312,6,0,0,-0.23407055941654686,-0.5030674306968633,Big Spenders
12514,267,2,1597.76,Italy,2,2,4,224,8,0,0,-0.3958508132229759,0.2108422922686209,Big Spenders
12515,353,1,383.7,Italy,2,1,2,212,5,0,0,-0.6448370762826028,0.5504550668533448,Big Spenders
12516,78,4,2648.62,Germany,3,3,4,334,10,0,0,0.07019603585381799,-0.5769270946114297,Big Spenders
12517,28,5,2502.84,Germany,4,4,4,444,12,0,0,0.19951915270361173,-0.7907779968368795,Big Spenders
12518,1,5,2056.89,Germany,5,4,4,544,13,0,0,0.22507530809914228,-0.9207805549711291,Big Spenders
12519,64,2,726.54,Germany,3,2,3,323,8,0,0,-0.09503010123518044,-0.7061758350911158,Big Spenders
12520,79,5,2634.26,Germany,3,4,4,344,11,0,0,0.12011357337758893,-0.5625230285121552,Big Spenders
12521,143,1,599.68,Germany,3,1,2,312,6,0,0,-0.2847172940925914,-0.37098852977178204,Big Spenders
12522,39,2,192.72,Germany,4,2,1,421,7,0,0,-0.076661558263181,-0.8294915964462138,Big Spenders
12523,19,23,4372.15,France,5,5,5,555,15,0,0,1.2362994627209771,-0.5988575265617158,Big Spenders
12524,9,17,11126.11,Germany,5,5,5,555,15,0,0,1.2354678800728554,-0.5406261464889185,Big Spenders
12525,498,3,973.73,France,1,3,3,133,7,0,0,-0.7566897641981393,1.2253640097359328,Big Spenders
12526,1,3,1316.66,Germany,5,3,4,534,12,0,0,0.08822696185545795,-0.9594807025817317,Big Spenders
12527,82,5,735.51,Germany,3,4,3,343,10,0,0,0.03195460931448375,-0.5955037121053772,Big Spenders
12528,9,6,1933.48,Germany,5,4,4,544,13,0,0,0.25852863788682434,-0.8781409456873548,Big Spenders
12529,528,1,316.48,France,1,1,2,112,4,0,0,-0.93999879542903,1.3210696096137482,Big Spenders
12530,60,9,3759.26,Germany,3,5,5,355,13,0,0,0.40997059423584625,-0.5776196946883623,Big Spenders
12531,15,2,1933.2,Germany,5,2,4,524,11,0,0,0.039632656480145655,-0.8930336095555108,Big Spenders
12532,30,1,349.83000000000004,France,4,1,2,412,7,0,0,-0.1069692900048602,-0.875723743931006,Big Spenders
12533,628,2,1367.89,Germany,1,2,4,124,7,0,0,-1.0087212856359788,1.7982899053182269,Big Spenders
12534,131,1,1089.18,Germany,3,1,3,313,7,0,0,-0.24324344290387878,-0.4120274886281856,Big Spenders
12535,92,2,716.35,France,3,2,3,323,8,0,0,-0.14223122522334847,-0.5828637501818961,Big Spenders
12536,43,3,12601.830000000002,France,4,3,5,435,12,0,0,0.5122915394622857,-0.4994375163112211,Big Spenders
12537,409,1,732.94,Sweden,2,1,3,213,6,0,0,-0.723053031906304,0.8060765065403946,Big Spenders
12538,29,2,640.45,Spain,4,2,3,423,9,0,0,-0.04035652160433438,-0.8627215948392959,Big Spenders
12539,22,7,11214.75,Spain,4,4,5,445,13,0,0,0.695479912795388,-0.5845088202786831,Big Spenders
12540,20,33,22254.49,Spain,4,5,5,455,14,0,0,2.5398899557780004,-0.05574617368139025,Big Spenders
12541,30,3,981.18,Spain,4,3,3,433,10,0,0,0.025111014706020427,-0.8396739473384606,Big Spenders
12542,484,2,481.88,Spain,1,2,2,122,5,0,0,-0.807067478077601,1.1412706045375556,Big Spenders
12543,448,1,980.25,Spain,1,1,3,113,5,0,0,-0.777345781324573,0.9841981217778527,Big Spenders
12544,36,1,372.7,Spain,4,1,2,412,7,0,0,-0.115986677805233,-0.8486898730677155,Big Spenders
12545,75,2,1000.39,Spain,3,2,3,323,8,0,0,-0.10140573218455624,-0.6509683139551513,Big Spenders
12546,47,2,1161.5,Spain,4,2,3,423,9,0,0,-0.04759556311803835,-0.770606712460576,Big Spenders
12547,198,3,383.58,Spain,2,3,2,232,7,0,0,-0.28158823069881317,-0.11285991792674055,Big Spenders
12548,166,1,95.2,Spain,3,1,1,311,5,0,0,-0.3452151362225947,-0.2817727338770025,Big Spenders
12549,576,6,1575.68,USA,1,4,4,144,9,0,0,-0.7039264870382274,1.6152421252346092,Big Spenders
12550,79,1,964.83,Spain,3,1,3,313,7,0,0,-0.16185843880535206,-0.6445232211606406,Big Spenders
12551,358,1,168.0,Spain,2,1,1,211,4,0,0,-0.6626320352887772,0.5672688180342946,Big Spenders
12552,39,2,437.82,Italy,4,2,2,422,8,0,0,-0.06592820980900958,-0.823525385622134,Big Spenders
12553,8,12,4608.75,France,5,5,5,555,15,0,0,0.6906503301407944,-0.7553880030653826,Big Spenders
12554,449,1,468.5,Spain,1,1,2,112,4,0,0,-0.8014260069859026,0.976153992967645,Big Spenders
12555,682,1,129.23,Spain,1,1,1,111,3,0,0,-1.205350668852855,1.9960922916647483,Big Spenders
12556,50,2,603.71,Spain,4,2,2,422,8,0,0,-0.07703159391673854,-0.770945820914434,Big Spenders
12557,16,8,18716.14,Spain,5,4,5,545,14,0,0,1.086213726580386,-0.41804681017209905,Big Spenders
12558,8,1,269.96,USA,5,1,1,511,7,0,0,-0.0737309517808739,-0.9747508938739704,Big Spenders
12559,311,2,561.71,Germany,2,2,2,222,6,0,0,-0.5146931801973198,0.379788737232777,Big Spenders
12560,5,3,2134.01,Germany,5,3,4,534,12,0,0,0.11734084764223124,-0.9219333664396445,Big Spenders
12561,303,1,238.85,Germany,2,1,1,211,4,0,0,-0.5676894370133293,0.32628604796343713,Big Spenders
12562,8,9,4966.92,France,5,5,5,555,15,0,0,0.549686595782112,-0.7776917124930219,Big Spenders
12563,409,1,249.24,Italy,2,1,1,211,4,0,0,-0.7442350826908111,0.7943023075375083,Big Spenders
12564,261,1,456.9,France,2,1,2,212,5,0,0,-0.488008324677303,0.14625361516404886,Big Spenders
12565,289,1,145.92,Saudi Arabia,2,1,1,211,4,0,0,-0.5483815575252434,0.2622438863083767,Big Spenders
12566,86,1,351.65,Germany,3,1,2,312,6,0,0,-0.2003993619890192,-0.6285591829240943,Big Spenders
12567,23,15,13709.86,France,4,5,5,455,14,0,0,1.2208048633286432,-0.43663408967357825,Big Spenders
12568,645,1,70.0,Germany,1,1,1,111,3,0,0,-1.1461612091085105,1.8313746330469352,Big Spenders
12569,2,32,4124.69,Germany,5,5,5,555,15,0,0,1.723795496021045,-0.5868330422659099,Big Spenders
12570,682,1,77.52,Spain,1,1,1,111,3,0,0,-1.207615138247246,1.9948335696667348,Big Spenders
12571,40,2,519.61,France,4,2,2,422,8,0,0,-0.06401630311012355,-0.8171215961437885,Big Spenders
12572,9,2,1020.42,Germany,5,2,3,523,10,0,0,0.009679362424738535,-0.9417296210734604,Big Spenders
12573,227,5,717.41,France,2,4,3,243,9,0,0,-0.21096153977416982,0.04392065415747297,Big Spenders
12574,316,1,218.45,France,2,1,1,211,4,0,0,-0.5902904137765743,0.38315667518139446,Big Spenders
12575,457,2,622.8199999999999,France,1,2,3,123,6,0,0,-0.7558104052023944,1.0255540907547718,Big Spenders
12576,36,8,2142.72,Poland,4,4,4,444,12,0,0,0.32703895423959584,-0.7332188601076458,Big Spenders
12577,35,8,1653.75,France,4,4,4,444,12,0,0,0.3072959385094185,-0.7495342029248278,Big Spenders
12578,21,4,4642.45,Italy,4,3,5,435,12,0,0,0.25268885398541424,-0.7799265139894795,Big Spenders
12579,78,1,440.42,France,3,1,2,312,6,0,0,-0.18315343278610402,-0.6617012425237442,Big Spenders
12580,247,2,1052.9,Germany,2,2,3,223,7,0,0,-0.38631481761035064,0.10932210464549759,Big Spenders
12581,40,1,197.71,Germany,4,1,1,411,6,0,0,-0.13032905886877566,-0.8352980230503424,Big Spenders
12582,239,4,1980.4,Finland,2,3,4,234,9,0,0,-0.2279070585948573,0.1172778742809786,Big Spenders
12583,3,27,14447.44,France,5,5,5,555,15,0,0,1.9130955477219378,-0.38284813671925,Big Spenders
12584,4,9,2338.15,Italy,5,5,4,554,14,0,0,0.441247528204824,-0.8593325354199103,Big Spenders
12585,234,2,2040.1,Germany,2,2,4,224,8,0,0,-0.3213760143049068,0.07598527026605678,Big Spenders
12586,17,4,2062.67,Italy,5,3,4,534,12,0,0,0.14639514234761972,-0.8603748250099147,Big Spenders
12587,8,1,144.0,Finland,5,1,1,511,7,0,0,-0.0792469557436949,-0.9778170053199153,Big Spenders
12588,39,4,958.78,Finland,4,3,3,433,10,0,0,0.0613179278849148,-0.79016269638524,Big Spenders
12589,29,8,4695.66,France,4,4,5,445,13,0,0,0.45052528744963394,-0.7019653662833304,Big Spenders
12590,211,2,9864.26,Germany,2,2,5,225,9,0,0,0.05966314162774562,0.1649447254720564,Big Spenders
12591,317,3,1352.15,Italy,2,3,4,234,9,0,0,-0.43788116023752843,0.43584750982093096,Big Spenders
12592,92,5,2582.66,Germany,3,4,4,344,11,0,0,0.09614629521993279,-0.5064118699915101,Big Spenders
12593,109,3,418.1,France,3,3,2,332,8,0,0,-0.13146279460847243,-0.5047643307794495,Big Spenders
