ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-01-07,24654.3135684375,-1197.1708651547517,53685.43577018376,24654.3135684375,24654.3135684375,315.9395284971482,315.9395284971482,315.9395284971482,12170.915161682899,12170.915161682899,12170.915161682899,-11854.975633185752,-11854.975633185752,-11854.975633185752,0.0,0.0,0.0,24970.253096934648
2010-01-08,24716.851892331288,-11291.748955073394,45667.9620885771,24716.851892331288,24716.851892331288,-6562.0455301149095,-6562.0455301149095,-6562.0455301149095,3407.2293610836014,3407.2293610836014,3407.2293610836014,-9969.27489119851,-9969.27489119851,-9969.27489119851,0.0,0.0,0.0,18154.80636221638
2010-01-09,24779.390216225074,-40723.08287621319,16096.893593043695,24779.390216225074,24779.390216225074,-36150.89126249473,-36150.89126249473,-36150.89126249473,-28079.202161071316,-28079.202161071316,-28079.202161071316,-8071.689101423414,-8071.689101423414,-8071.689101423414,0.0,0.0,0.0,-11371.50104626966
2010-01-10,24841.92854011886,-22027.549253636585,36193.94873042757,24841.92854011886,24841.92854011886,-16798.512460636306,-16798.512460636306,-16798.512460636306,-10589.045029882594,-10589.045029882594,-10589.045029882594,-6209.467430753714,-6209.467430753714,-6209.467430753714,0.0,0.0,0.0,8043.416079482555
2010-01-11,24904.466864012647,248.27920437928904,55817.57899734854,24904.466864012647,24904.466864012647,2099.7391392838294,2099.7391392838294,2099.7391392838294,6527.350131355162,6527.350131355162,6527.350131355162,-4427.6109920713325,-4427.6109920713325,-4427.6109920713325,0.0,0.0,0.0,27004.206003296476
2010-01-12,24967.005187906434,5819.936986944713,61946.21980732268,24967.005187906434,24967.005187906434,8270.989768805766,8270.989768805766,8270.989768805766,11038.828269663289,11038.828269663289,11038.828269663289,-2767.8385008575206,-2767.8385008575206,-2767.8385008575206,0.0,0.0,0.0,33237.9949567122
2010-01-13,25029.54351180022,333.7015471050015,59826.41300292174,25029.54351180022,25029.54351180022,4256.27689830728,4256.27689830728,4256.27689830728,5523.924267101418,5523.924267101418,5523.924267101418,-1267.647368794138,-1267.647368794138,-1267.647368794138,0.0,0.0,0.0,29285.820410107503
2010-01-14,25092.081835694007,7230.5079018860515,65528.195880616004,25092.081835694007,25092.081835694007,12211.421784812566,12211.421784812566,12211.421784812566,12170.915161678526,12170.915161678526,12170.915161678526,40.506623134043124,40.506623134043124,40.506623134043124,0.0,0.0,0.0,37303.50362050657
2010-01-15,25154.620159587794,1824.1460467482088,60563.67838525117,25154.620159587794,25154.620159587794,4537.120583743218,4537.120583743218,4537.120583743218,3407.2293610678694,3407.2293610678694,3407.2293610678694,1129.891222675349,1129.891222675349,1129.891222675349,0.0,0.0,0.0,29691.74074333101
2010-01-16,25217.15848348158,-28739.257761053042,27464.56873277159,25217.15848348158,25217.15848348158,-26099.17702852596,-26099.17702852596,-26099.17702852596,-28079.20216107386,-28079.20216107386,-28079.20216107386,1980.025132547901,1980.025132547901,1980.025132547901,0.0,0.0,0.0,-882.0185450443787
2010-01-17,25279.69680737536,-11986.72682419233,49110.87979501007,25279.69680737536,25279.69680737536,-8012.005893953564,-8012.005893953564,-8012.005893953564,-10589.045029912515,-10589.045029912515,-10589.045029912515,2577.0391359589516,2577.0391359589516,2577.0391359589516,0.0,0.0,0.0,17267.690913421797
2010-01-18,25330.579448991393,5108.777037955602,62976.796052916776,25330.579448991393,25330.579448991393,9441.213728019955,9441.213728019955,9441.213728019955,6527.350131369072,6527.350131369072,6527.350131369072,2913.8635966508823,2913.8635966508823,2913.8635966508823,0.0,0.0,0.0,34771.79317701135
2010-01-19,25381.46209060742,9604.459223611379,68806.0342451316,25381.46209060742,25381.46209060742,14029.06794844886,14029.06794844886,14029.06794844886,11038.828269676536,11038.828269676536,11038.828269676536,2990.2396787723205,2990.2396787723205,2990.2396787723205,0.0,0.0,0.0,39410.53003905628
2010-01-20,25432.344732223442,5167.35102971169,63097.86967245482,25432.344732223442,25432.344732223442,8336.480606165898,8336.480606165898,8336.480606165898,5523.924267130003,5523.924267130003,5523.924267130003,2812.556339035897,2812.556339035897,2812.556339035897,0.0,0.0,0.0,33768.82533838934
2010-01-21,25483.22737383947,11853.244641326575,67997.80259546735,25483.22737383947,25483.22737383947,14564.434920393971,14564.434920393971,14564.434920393971,12170.915161674151,12170.915161674151,12170.915161674151,2393.519758719818,2393.519758719818,2393.519758719818,0.0,0.0,0.0,40047.662294233436
2010-01-22,25534.110015455495,3731.713332077423,60368.36266067738,25534.110015455495,25534.110015455495,5158.895641585552,5158.895641585552,5158.895641585552,3407.2293610882684,3407.2293610882684,3407.2293610882684,1751.6662804972832,1751.6662804972832,1751.6662804972832,0.0,0.0,0.0,30693.005657041045
2010-01-23,25584.992657071525,-32715.456986447203,28521.554751223215,25584.992657071525,25584.992657071525,-27168.468185801943,-27168.468185801943,-27168.468185801943,-28079.202161068428,-28079.202161068428,-28079.202161068428,910.7339752664805,910.7339752664805,910.7339752664805,0.0,0.0,0.0,-1583.4755287304179
2010-01-24,25635.87529868755,-14462.557209597904,42412.9255927444,25635.87529868755,25635.87529868755,-10690.133451744774,-10690.133451744774,-10690.133451744774,-10589.045029899658,-10589.045029899658,-10589.045029899658,-101.0884218451157,-101.0884218451157,-101.0884218451157,0.0,0.0,0.0,14945.741846942778
2010-01-25,25686.757940303578,3765.4265141788555,60318.6161640416,25686.757940303578,25686.757940303578,5275.336735609502,5275.336735609502,5275.336735609502,6527.350131382981,6527.350131382981,6527.350131382981,-1252.0133957734788,-1252.0133957734788,-1252.0133957734788,0.0,0.0,0.0,30962.094675913082
2010-01-26,25737.640581919608,5177.609777646315,62009.42900547303,25737.640581919608,25737.640581919608,8531.245172371915,8531.245172371915,8531.245172371915,11038.828269663869,11038.828269663869,11038.828269663869,-2507.5830972919525,-2507.5830972919525,-2507.5830972919525,0.0,0.0,0.0,34268.88575429152
2010-01-27,25788.523223535634,-434.65211654016366,55799.473357037416,25788.523223535634,25788.523223535634,1692.275937745837,1692.275937745837,1692.275937745837,5523.9242670998765,5523.9242670998765,5523.9242670998765,-3831.648329354039,-3831.648329354039,-3831.648329354039,0.0,0.0,0.0,27480.799161281473
2010-01-28,25839.40586515166,4490.723560131816,65549.26494203259,25839.40586515166,25839.40586515166,6983.544141638287,6983.544141638287,6983.544141638287,12170.91516169189,12170.91516169189,12170.91516169189,-5187.3710200536025,-5187.3710200536025,-5187.3710200536025,0.0,0.0,0.0,32822.95000678995
2010-01-29,25890.288506767687,-5031.502416105294,51400.47414448711,25890.288506767687,25890.288506767687,-3130.9934863345916,-3130.9934863345916,-3130.9934863345916,3407.2293610725387,3407.2293610725387,3407.2293610725387,-6538.222847407131,-6538.222847407131,-6538.222847407131,0.0,0.0,0.0,22759.295020433095
2010-01-30,25941.171148383717,-39976.60963742828,17403.7949561716,25941.171148383717,25941.171148383717,-35928.155314981566,-35928.155314981566,-35928.155314981566,-28079.202161047542,-28079.202161047542,-28079.202161047542,-7848.953153934019,-7848.953153934019,-7848.953153934019,0.0,0.0,0.0,-9986.98416659785
2010-01-31,25992.053789999743,-21315.34978215697,36682.58774888153,25992.053789999743,25992.053789999743,-19675.54552566881,-19675.54552566881,-19675.54552566881,-10589.04502987612,-10589.04502987612,-10589.04502987612,-9086.50049579269,-9086.50049579269,-9086.50049579269,0.0,0.0,0.0,6316.508264330932
2010-02-01,26042.93643161577,-7493.520563271833,49208.64997704199,26042.93643161577,26042.93643161577,-3693.4739409713284,-3693.4739409713284,-3693.4739409713284,6527.350131396891,6527.350131396891,6527.350131396891,-10220.82407236822,-10220.82407236822,-10220.82407236822,0.0,0.0,0.0,22349.46249064444
2010-02-02,26093.819073231796,-20.911002109046564,55920.75506315487,26093.819073231796,26093.819073231796,-186.80554893137435,-186.80554893137435,-186.80554893137435,11038.828269695756,11038.828269695756,11038.828269695756,-11225.633818627131,-11225.633818627131,-11225.633818627131,0.0,0.0,0.0,25907.013524300422
2010-02-03,26144.701714847826,-9232.220705001446,48803.64405342108,26144.701714847826,26144.701714847826,-6555.076770482775,-6555.076770482775,-6555.076770482775,5523.9242671108095,5523.9242671108095,5523.9242671108095,-12079.001037593584,-12079.001037593584,-12079.001037593584,0.0,0.0,0.0,19589.624944365052
2010-02-04,26195.584356463853,-2274.1099240544627,53654.94615130893,26195.584356463853,26195.584356463853,-592.919851245466,-592.919851245466,-592.919851245466,12170.915161660536,12170.915161660536,12170.915161660536,-12763.835012906002,-12763.835012906002,-12763.835012906002,0.0,0.0,0.0,25602.664505218385
2010-02-05,26246.46699807988,-14186.227195057882,44723.050248675405,26246.46699807988,26246.46699807988,-9860.985605996659,-9860.985605996659,-9860.985605996659,3407.2293610568076,3407.2293610568076,3407.2293610568076,-13268.214967053465,-13268.214967053465,-13268.214967053465,0.0,0.0,0.0,16385.48139208322
2010-02-06,26297.349639695905,-45510.09764893799,13218.39286398791,26297.349639695905,26297.349639695905,-41664.773067766466,-41664.773067766466,-41664.773067766466,-28079.202161065532,-28079.202161065532,-28079.202161065532,-13585.570906700936,-13585.570906700936,-13585.570906700936,0.0,0.0,0.0,-15367.42342807056
2010-02-07,26348.232281311935,-26053.19714963661,32975.35902361124,26348.232281311935,26348.232281311935,-24303.75623242545,-24303.75623242545,-24303.75623242545,-10589.045029906043,-10589.045029906043,-10589.045029906043,-13714.711202519407,-13714.711202519407,-13714.711202519407,0.0,0.0,0.0,2044.476048886485
2010-02-08,26399.11492292796,-10276.99267400465,48723.50272302845,26399.11492292796,26399.11492292796,-7132.348933676623,-7132.348933676623,-7132.348933676623,6527.350131366025,6527.350131366025,6527.350131366025,-13659.699065042649,-13659.699065042649,-13659.699065042649,0.0,0.0,0.0,19266.76598925134
2010-02-09,26449.997564543988,-3325.8319316075476,52957.190309682,26449.997564543988,26449.997564543988,-2390.75600918768,-2390.75600918768,-2390.75600918768,11038.828269683087,11038.828269683087,11038.828269683087,-13429.584278870765,-13429.584278870765,-13429.584278870765,0.0,0.0,0.0,24059.241555356308
2010-02-10,26500.880206160018,-9761.333946821807,46881.00903757291,26500.880206160018,26500.880206160018,-7514.076260234593,-7514.076260234593,-7514.076260234593,5523.924267092383,5523.924267092383,5523.924267092383,-13038.000527326976,-13038.000527326976,-13038.000527326976,0.0,0.0,0.0,18986.803945925425
2010-02-11,26531.25917731319,-2453.939064551474,53038.467692790575,26531.25917731319,26531.25917731319,-331.72710739807223,-331.72710739807223,-331.72710739807223,12170.915161683142,12170.915161683142,12170.915161683142,-12502.642269081214,-12502.642269081214,-12502.642269081214,0.0,0.0,0.0,26199.532069915116
2010-02-12,26561.638148466358,-11469.62607579574,45010.52844779679,26561.638148466358,26561.638148466358,-8437.408956600022,-8437.408956600022,-8437.408956600022,3407.2293610410766,3407.2293610410766,3407.2293610410766,-11844.6383176411,-11844.6383176411,-11844.6383176411,0.0,0.0,0.0,18124.229191866336
2010-02-13,26592.01711961953,-40526.444937897,16550.845057476177,26592.01711961953,26592.01711961953,-39167.04409931246,-39167.04409931246,-39167.04409931246,-28079.202161044646,-28079.202161044646,-28079.202161044646,-11087.841938267815,-11087.841938267815,-11087.841938267815,0.0,0.0,0.0,-12575.026979692928
2010-02-14,26622.3960907727,-22378.864433480852,35730.37968591702,26622.3960907727,26622.3960907727,-20847.104374481016,-20847.104374481016,-20847.104374481016,-10589.045029887844,-10589.045029887844,-10589.045029887844,-10258.059344593172,-10258.059344593172,-10258.059344593172,0.0,0.0,0.0,5775.291716291686
2010-02-15,26652.775061925873,-4121.700229696574,53908.44182034531,26652.775061925873,26652.775061925873,-2854.889764661543,-2854.889764661543,-2854.889764661543,6527.350131397281,6527.350131397281,6527.350131397281,-9382.239896058823,-9382.239896058823,-9382.239896058823,0.0,0.0,0.0,23797.88529726433
2010-02-16,26683.154033079045,92.54290348166629,58693.16299114528,26683.154033079045,26683.154033079045,2551.176235776214,2551.176235776214,2551.176235776214,11038.828269663145,11038.828269663145,11038.828269663145,-8487.65203388693,-8487.65203388693,-8487.65203388693,0.0,0.0,0.0,29234.330268855258
2010-02-17,26713.533004232217,-2726.715358856015,51213.05947785347,26713.533004232217,26713.533004232217,-2077.1447663653144,-2077.1447663653144,-2077.1447663653144,5523.924267132673,5523.924267132673,5523.924267132673,-7601.069033497987,-7601.069033497987,-7601.069033497987,0.0,0.0,0.0,24636.3882378669
2010-02-18,26743.91197538538,5480.667960212183,63068.38557129292,26743.91197538538,26743.91197538538,5422.927160446039,5422.927160446039,5422.927160446039,12170.91516170088,12170.91516170088,12170.91516170088,-6747.98800125484,-6747.98800125484,-6747.98800125484,0.0,0.0,0.0,32166.83913583142
2010-02-19,26774.290946538553,-3158.508790296129,54383.85210714298,26774.290946538553,26774.290946538553,-2544.6748677945398,-2544.6748677945398,-2544.6748677945398,3407.229361061478,3407.229361061478,3407.229361061478,-5951.904228856017,-5951.904228856017,-5951.904228856017,0.0,0.0,0.0,24229.616078744013
2010-02-20,26804.669917691725,-35490.421186393694,24074.561972251766,26804.669917691725,26804.669917691725,-33312.86324553351,-33312.86324553351,-33312.86324553351,-28079.202161054916,-28079.202161054916,-28079.202161054916,-5233.661084478596,-5233.661084478596,-5233.661084478596,0.0,0.0,0.0,-6508.1933278417855
2010-02-21,26835.048888844896,-16617.434751281507,40727.04140740351,26835.048888844896,26835.048888844896,-15199.938157532739,-15199.938157532739,-15199.938157532739,-10589.045029864306,-10589.045029864306,-10589.045029864306,-4610.893127668432,-4610.893127668432,-4610.893127668432,0.0,0.0,0.0,11635.110731312157
2010-02-22,26865.42785999806,483.72048425283435,58732.61221656228,26865.42785999806,26865.42785999806,2429.772968687324,2429.772968687324,2429.772968687324,6527.350131393847,6527.350131393847,6527.350131393847,-4097.577162706523,-4097.577162706523,-4097.577162706523,0.0,0.0,0.0,29295.200828685385
2010-02-23,26895.806831151232,7177.1546040568155,62975.099763320904,26895.806831151232,26895.806831151232,7335.125686436745,7335.125686436745,7335.125686436745,11038.82826966912,11038.82826966912,11038.82826966912,-3703.702583232374,-3703.702583232374,-3703.702583232374,0.0,0.0,0.0,34230.93251758798
2010-02-24,26926.185802304404,1156.5544772477658,57095.841871302655,26926.185802304404,26926.185802304404,2088.855556456123,2088.855556456123,2088.855556456123,5523.9242671025495,5523.9242671025495,5523.9242671025495,-3435.0687106464256,-3435.0687106464256,-3435.0687106464256,0.0,0.0,0.0,29015.04135876053
2010-02-25,26956.564773457576,7370.128222837623,61710.494643576145,26956.564773457576,26956.564773457576,8877.702163230466,8877.702163230466,8877.702163230466,12170.915161696505,12170.915161696505,12170.915161696505,-3293.2129984660396,-3293.2129984660396,-3293.2129984660396,0.0,0.0,0.0,35834.266936688044
2010-02-26,26986.943744610748,-1409.767259436499,56689.801360229685,26986.943744610748,26986.943744610748,131.7592836010917,131.7592836010917,131.7592836010917,3407.2293610650077,3407.2293610650077,3407.2293610650077,-3275.470077463916,-3275.470077463916,-3275.470077463916,0.0,0.0,0.0,27118.70302821184
2010-02-27,27017.322715763916,-33955.625066503686,23858.45236864988,27017.322715763916,27017.322715763916,-31454.359926661044,-31454.359926661044,-31454.359926661044,-28079.202161065175,-28079.202161065175,-28079.202161065175,-3375.157765595869,-3375.157765595869,-3375.157765595869,0.0,0.0,0.0,-4437.037210897128
2010-02-28,27047.701686917087,-15374.336183590103,43299.324178482006,27047.701686917087,27047.701686917087,-14170.927503899957,-14170.927503899957,-14170.927503899957,-10589.045029851446,-10589.045029851446,-10589.045029851446,-3581.882474048511,-3581.882474048511,-3581.882474048511,0.0,0.0,0.0,12876.77418301713
2010-03-01,27078.08065807026,-933.4423007688829,57981.06250063433,27078.08065807026,27078.08065807026,2645.397119500441,2645.397119500441,2645.397119500441,6527.350131362978,6527.350131362978,6527.350131362978,-3881.9530118625366,-3881.9530118625366,-3881.9530118625366,0.0,0.0,0.0,29723.4777775707
2010-03-02,27108.45962922343,2884.2287341982296,59648.390254887665,27108.45962922343,27108.45962922343,6779.939545677411,6779.939545677411,6779.939545677411,11038.828269682366,11038.828269682366,11038.828269682366,-4258.888724004955,-4258.888724004955,-4258.888724004955,0.0,0.0,0.0,33888.39917490084
2010-03-03,27138.838600376603,-1038.5860560873373,55424.35410402652,27138.838600376603,27138.838600376603,829.9189897292821,829.9189897292821,829.9189897292821,5523.92426711348,5523.92426711348,5523.92426711348,-4694.005277384197,-4694.005277384197,-4694.005277384197,0.0,0.0,0.0,27968.757590105884
2010-03-04,27169.217571529767,3705.3321843910708,62502.22637482403,27169.217571529767,27169.217571529767,7003.855853494766,7003.855853494766,7003.855853494766,12170.915161719111,12170.915161719111,12170.915161719111,-5167.059308224344,-5167.059308224344,-5167.059308224344,0.0,0.0,0.0,34173.07342502453
